game_id,Team,Date,SeasonEnd,Type,Place,FG,FGA,FGP,2P,2PA,2PP,3P,3PA,3PP,FT,FTA,FTP,ORB,DRB,TRB,AST,STL,BLK,TOV,TF,PTS,OppPTS,has_lines,favorite,ML,Spread,Total
3378,Nebraska,2014-03-01,2014,REG,H,19,52,0.365,15,35,0.429,4,17,0.235,12,17,0.706,12,26,38,8,4,3,10,16,54,47,True,1.0,-480.0,-9.0,119.0
3382,Nebraska,2014-11-18,2015,REG,H,27,51,0.529,22,35,0.629,5,16,0.313,23,34,0.676,9,27,36,12,8,5,15,15,82,56,False,,,,
3384,Nebraska,2014-11-25,2015,REG,H,28,53,0.528,22,34,0.647,6,19,0.316,18,31,0.581,10,27,37,14,11,3,19,21,80,67,True,1.0,-1500.0,-14.0,
3385,Nebraska,2014-11-28,2015,REG,H,26,55,0.473,16,32,0.5,10,23,0.435,13,16,0.813,8,21,29,13,3,3,16,12,75,64,True,1.0,-3000.0,-17.0,
3386,Nebraska,2014-12-01,2015,REG,A,24,58,0.414,17,39,0.436,7,19,0.368,15,19,0.789,7,20,27,12,7,1,13,28,70,65,True,1.0,-140.0,-3.0,130.0
3387,Nebraska,2014-12-07,2015,REG,H,23,61,0.377,17,38,0.447,6,23,0.261,3,8,0.375,14,18,32,14,4,3,11,17,55,65,True,1.0,-280.0,-7.0,135.0
3388,Nebraska,2014-12-10,2015,REG,H,22,52,0.423,17,35,0.486,5,17,0.294,24,32,0.75,10,23,33,13,6,1,14,20,73,74,False,,,,
3390,Nebraska,2014-12-22,2015,REG,A,20,46,0.435,15,30,0.5,5,16,0.313,13,23,0.565,11,23,34,7,6,4,18,22,58,66,True,1.0,-200.0,-4.0,135.0
3391,Nebraska,2014-12-23,2015,REG,N,14,38,0.368,8,21,0.381,6,17,0.353,16,19,0.842,2,19,21,8,7,2,13,13,50,42,True,1.0,-525.0,-10.0,128.0
2347,Nebraska,2015-01-08,2015,REG,H,27,55,0.491,22,40,0.55,5,15,0.333,6,13,0.462,11,18,29,14,8,4,8,20,65,49,True,1.0,-600.0,-10.0,117.0
971,Nebraska,2015-01-27,2015,REG,A,15,49,0.306,11,30,0.367,4,19,0.211,10,14,0.714,8,18,26,6,3,2,10,12,44,58,True,0.0,120.0,2.0,115.0
3152,Nebraska,2015-01-31,2015,REG,A,17,46,0.37,13,26,0.5,4,20,0.2,4,5,0.8,8,20,28,14,5,5,18,16,42,60,True,0.0,265.0,7.0,129.0
2018,Nebraska,2015-02-07,2015,REG,A,15,51,0.294,13,31,0.419,2,20,0.1,11,15,0.733,3,20,23,7,12,1,10,16,43,56,True,0.0,160.0,4.0,119.0
3395,Nebraska,2015-02-10,2015,REG,H,22,62,0.355,18,44,0.409,4,18,0.222,7,10,0.7,11,22,33,5,6,5,8,25,55,65,True,0.0,305.0,8.0,122.0
3396,Nebraska,2015-02-15,2015,REG,A,22,55,0.4,19,39,0.487,3,16,0.188,7,9,0.778,6,18,24,11,6,3,11,22,54,66,True,0.0,280.0,8.0,119.0
2903,Nebraska,2015-02-22,2015,REG,H,17,52,0.327,15,34,0.441,2,18,0.111,10,14,0.714,8,19,27,8,7,5,13,14,46,74,True,0.0,100.0,2.0,125.0
2633,Nebraska,2015-03-04,2015,REG,A,24,56,0.429,19,36,0.528,5,20,0.25,4,5,0.8,8,19,27,14,3,2,9,19,57,69,True,0.0,325.0,9.0,120.0
590,Nebraska,2015-03-08,2015,REG,H,18,59,0.305,16,45,0.356,2,14,0.143,23,37,0.622,12,21,33,5,10,0,7,23,61,64,True,0.0,130.0,3.0,123.0
2023,Nebraska,2015-03-11,2015,CTOURN,N,19,63,0.302,14,49,0.286,5,14,0.357,22,31,0.71,17,26,43,11,6,2,14,19,65,68,True,0.0,110.0,2.0,119.0
3399,Nebraska,2015-11-19,2016,REG,H,22,50,0.44,10,22,0.455,12,28,0.429,19,25,0.76,14,17,31,19,7,4,16,22,75,60,False,,,,
3400,Nebraska,2015-11-22,2016,REG,H,32,69,0.464,26,56,0.464,6,13,0.462,22,32,0.688,17,33,50,14,4,3,14,22,92,65,True,1.0,-1425.0,-15.0,148.0
3403,Nebraska,2015-11-28,2016,REG,N,30,61,0.492,24,48,0.5,6,13,0.462,16,27,0.593,10,29,39,11,8,0,13,19,82,71,True,0.0,100.0,1.0,142.0
3410,Nebraska,2015-12-30,2016,REG,H,27,60,0.45,16,34,0.471,11,26,0.423,7,8,0.875,8,17,25,18,3,3,6,16,72,81,True,1.0,-170.0,-4.0,131.0
215,Nebraska,2016-01-02,2016,REG,H,24,55,0.436,16,35,0.457,8,20,0.4,13,20,0.65,5,24,29,11,8,4,14,24,69,79,True,0.0,165.0,5.0,149.0
2369,Nebraska,2016-01-09,2016,REG,A,37,65,0.569,30,47,0.638,7,18,0.389,9,14,0.643,13,25,38,15,8,4,11,19,90,56,True,1.0,-290.0,-7.0,139.0
3170,Nebraska,2016-01-12,2016,REG,H,30,58,0.517,25,40,0.625,5,18,0.278,19,24,0.792,14,23,37,17,9,4,13,19,84,59,True,1.0,-400.0,-8.0,141.0
2650,Nebraska,2016-01-16,2016,REG,A,30,56,0.536,24,43,0.558,6,13,0.462,12,18,0.667,8,33,41,10,2,4,10,15,78,67,True,0.0,170.0,5.0,145.0
1385,Nebraska,2016-01-20,2016,REG,A,29,58,0.5,25,44,0.568,4,14,0.286,10,14,0.714,4,27,31,8,7,0,6,17,72,71,True,0.0,900.0,15.0,143.0
999,Nebraska,2016-01-23,2016,REG,H,28,58,0.483,22,36,0.611,6,22,0.273,6,9,0.667,8,16,24,11,9,3,10,18,68,81,True,1.0,-110.0,0.0,144.0
3411,Nebraska,2016-01-30,2016,REG,A,28,62,0.452,21,41,0.512,7,21,0.333,11,13,0.846,3,14,17,12,10,3,9,23,74,89,True,0.0,700.0,13.0,142.0
2373,Nebraska,2016-02-06,2016,REG,H,34,67,0.507,26,45,0.578,8,22,0.364,11,12,0.917,9,28,37,22,9,3,10,13,87,63,True,1.0,-9900.0,-19.0,146.0
2044,Nebraska,2016-02-13,2016,REG,H,25,54,0.463,17,36,0.472,8,18,0.444,12,13,0.923,10,20,30,10,11,3,12,13,70,54,True,1.0,-310.0,-7.0,134.0
1741,Nebraska,2016-02-20,2016,REG,H,19,70,0.271,10,35,0.286,9,35,0.257,15,23,0.652,18,20,38,10,6,6,9,23,62,65,True,1.0,-135.0,-2.0,137.0
2047,Nebraska,2016-02-25,2016,REG,A,19,47,0.404,14,33,0.424,5,14,0.357,12,17,0.706,8,20,28,9,8,4,12,12,55,56,True,0.0,112.0,2.0,136.0
3413,Nebraska,2016-03-01,2016,REG,H,24,60,0.4,21,47,0.447,3,13,0.231,11,15,0.733,7,18,25,7,3,1,7,18,62,81,True,0.0,150.0,4.0,139.0
3414,Nebraska,2016-03-06,2016,REG,A,19,52,0.365,13,31,0.419,6,21,0.286,10,13,0.769,6,17,23,11,9,5,12,18,54,65,True,0.0,190.0,5.0,133.0
2378,Nebraska,2016-03-09,2016,CTOURN,N,33,70,0.471,26,54,0.481,7,16,0.438,16,21,0.762,15,24,39,18,11,2,10,17,89,72,True,1.0,-1800.0,-15.0,141.0
3419,Nebraska,2016-11-24,2017,REG,N,29,51,0.569,23,35,0.657,6,16,0.375,16,24,0.667,6,23,29,11,5,5,14,22,80,78,True,0.0,165.0,4.0,139.0
3420,Nebraska,2016-11-25,2017,REG,N,29,75,0.387,23,51,0.451,6,24,0.25,7,13,0.538,14,23,37,11,3,2,5,18,71,82,True,0.0,400.0,10.0,161.0
3424,Nebraska,2016-12-07,2017,REG,H,23,71,0.324,20,49,0.408,3,22,0.136,13,16,0.813,15,23,38,8,6,4,12,22,62,77,True,0.0,175.0,5.0,147.0
3426,Nebraska,2016-12-18,2017,REG,H,22,56,0.393,19,39,0.487,3,17,0.176,15,26,0.577,17,28,45,13,4,6,20,21,62,70,True,1.0,-1400.0,-14.0,139.0
248,Nebraska,2016-12-28,2017,REG,A,31,64,0.484,22,46,0.478,9,18,0.5,16,22,0.727,15,21,36,12,13,7,13,19,87,83,True,0.0,850.0,14.0,144.0
643,Nebraska,2017-01-01,2017,REG,A,24,57,0.421,20,45,0.444,4,12,0.333,15,23,0.652,13,28,41,10,11,5,15,24,67,65,True,0.0,280.0,8.0,137.0
1029,Nebraska,2017-01-14,2017,REG,A,36,64,0.563,27,46,0.587,9,18,0.5,4,5,0.8,9,17,26,9,7,3,12,23,85,91,True,0.0,375.0,9.0,131.0
1763,Nebraska,2017-01-18,2017,REG,H,25,60,0.417,20,39,0.513,5,21,0.238,11,20,0.55,8,28,36,10,6,4,7,16,66,67,True,1.0,-130.0,-2.0,143.0
2395,Nebraska,2017-01-21,2017,REG,A,24,69,0.348,16,45,0.356,8,24,0.333,8,9,0.889,11,19,30,12,8,4,10,18,64,65,True,1.0,-155.0,-3.0,132.0
1417,Nebraska,2017-02-02,2017,REG,H,20,52,0.385,16,36,0.444,4,16,0.25,17,22,0.773,12,20,32,6,7,3,13,17,61,72,True,0.0,105.0,2.0,137.0
3431,Nebraska,2017-02-09,2017,REG,H,24,60,0.4,18,46,0.391,6,14,0.429,15,24,0.625,20,30,50,13,8,4,22,22,69,70,True,0.0,330.0,8.0,128.0
2071,Nebraska,2017-02-14,2017,REG,H,31,56,0.554,26,39,0.667,5,17,0.294,15,20,0.75,6,30,36,18,6,3,12,18,82,66,True,1.0,-200.0,-5.0,141.0
1768,Nebraska,2017-02-18,2017,REG,A,23,60,0.383,15,41,0.366,8,19,0.421,4,9,0.444,7,22,29,10,6,1,13,18,58,57,True,0.0,110.0,2.0,140.0
2680,Nebraska,2017-02-26,2017,REG,H,21,56,0.375,17,41,0.415,4,15,0.267,11,13,0.846,11,21,32,10,6,0,18,16,57,73,True,1.0,-190.0,-4.0,138.0
3190,Nebraska,2017-03-02,2017,REG,A,29,77,0.377,23,56,0.411,6,21,0.286,9,12,0.75,17,23,40,10,6,5,16,18,73,88,True,0.0,320.0,8.0,140.0
2075,Nebraska,2017-03-08,2017,CTOURN,N,26,76,0.342,18,52,0.346,8,24,0.333,7,10,0.7,10,23,33,7,7,3,7,24,67,76,True,0.0,110.0,2.0,143.0
3433,Nebraska,2017-11-13,2018,REG,H,24,60,0.4,19,43,0.442,5,17,0.294,33,45,0.733,19,26,45,12,7,9,12,22,86,67,True,1.0,-1400.0,-15.0,147.0
3435,Nebraska,2017-11-19,2018,REG,H,36,68,0.529,28,48,0.583,8,20,0.4,12,18,0.667,12,29,41,20,8,5,13,22,92,70,True,1.0,-550.0,-10.0,150.0
3439,Nebraska,2017-11-29,2018,REG,H,27,55,0.491,18,36,0.5,9,19,0.474,8,15,0.533,8,23,31,16,9,3,7,14,71,62,True,1.0,-155.0,-3.0,147.0
1435,Nebraska,2017-12-03,2018,REG,A,17,62,0.274,7,40,0.175,10,22,0.455,13,20,0.65,10,24,34,10,0,1,5,25,57,86,True,0.0,,19.0,141.0
3201,Nebraska,2017-12-05,2018,REG,H,25,53,0.472,19,32,0.594,6,21,0.286,22,28,0.786,9,30,39,11,5,9,16,19,78,68,True,0.0,375.0,9.0,152.0
3441,Nebraska,2017-12-16,2018,REG,H,29,59,0.492,21,37,0.568,8,22,0.364,6,8,0.75,7,24,31,14,3,7,14,15,72,73,True,0.0,650.0,12.0,148.0
3442,Nebraska,2017-12-20,2018,REG,H,28,55,0.509,17,31,0.548,11,24,0.458,37,50,0.74,13,28,41,14,5,2,7,12,104,94,True,1.0,-500.0,-10.0,156.0
3443,Nebraska,2017-12-22,2018,REG,H,31,60,0.517,18,33,0.545,13,27,0.481,10,17,0.588,11,20,31,24,7,6,13,11,85,68,False,,,,
3444,Nebraska,2017-12-29,2018,REG,H,22,63,0.349,17,42,0.405,5,21,0.238,22,34,0.647,14,37,51,13,4,9,11,13,71,62,False,,,,
3445,Nebraska,2018-01-02,2018,REG,A,24,55,0.436,17,39,0.436,7,16,0.438,15,17,0.882,9,24,33,14,7,14,10,17,70,55,True,0.0,275.0,8.0,140.0
3447,Nebraska,2018-01-09,2018,REG,H,20,47,0.426,18,33,0.545,2,14,0.143,21,28,0.75,6,28,34,8,2,6,13,17,63,59,True,1.0,-125.0,-2.0,133.0
2700,Nebraska,2018-01-15,2018,REG,H,21,51,0.412,16,28,0.571,5,23,0.217,17,23,0.739,5,22,27,11,9,5,10,20,64,63,True,1.0,-210.0,-5.0,144.0
1790,Nebraska,2018-01-22,2018,REG,A,21,54,0.389,13,25,0.52,8,29,0.276,9,11,0.818,7,23,30,6,3,3,9,20,59,64,True,0.0,600.0,12.0,139.0
2420,Nebraska,2018-01-24,2018,REG,A,21,53,0.396,16,35,0.457,5,18,0.278,13,16,0.813,9,21,30,10,8,6,16,15,60,54,True,0.0,120.0,2.0,128.0
2964,Nebraska,2018-01-27,2018,REG,H,30,52,0.577,19,33,0.576,11,19,0.579,27,36,0.75,11,25,36,18,5,4,11,14,98,84,True,1.0,-230.0,-5.0,148.0
687,Nebraska,2018-02-13,2018,REG,H,25,55,0.455,18,36,0.5,7,19,0.368,13,19,0.684,10,25,35,14,4,6,10,15,70,66,True,1.0,-130.0,-2.0,144.0
2099,Nebraska,2018-02-25,2018,REG,H,28,57,0.491,24,44,0.545,4,13,0.308,16,23,0.696,12,29,41,16,6,3,13,14,76,64,True,1.0,-155.0,-3.0,138.0
3449,Nebraska,2018-03-14,2018,NIT,A,23,65,0.354,17,43,0.395,6,22,0.273,7,9,0.778,9,18,27,10,6,4,5,18,59,66,True,0.0,170.0,5.0,143.0
3450,Nebraska,2018-11-06,2019,REG,H,38,69,0.551,23,32,0.719,15,37,0.405,15,24,0.625,13,40,53,23,10,8,10,15,106,37,True,1.0,-66000.0,-34.0,149.0
3451,Nebraska,2018-11-11,2019,REG,H,31,55,0.564,23,30,0.767,8,25,0.32,17,22,0.773,6,30,36,21,14,8,15,14,87,35,True,1.0,-5000.0,-22.0,141.0
3454,Nebraska,2018-11-20,2019,REG,N,17,48,0.354,12,25,0.48,5,23,0.217,13,21,0.619,5,20,25,6,6,3,14,16,52,70,True,1.0,-155.0,-3.0,138.0
3455,Nebraska,2018-11-24,2019,REG,H,29,63,0.46,25,43,0.581,4,20,0.2,11,19,0.579,9,35,44,12,8,7,9,9,73,49,True,1.0,,-24.0,143.0
3456,Nebraska,2018-11-26,2019,REG,A,26,55,0.473,19,33,0.576,7,22,0.318,9,11,0.818,9,19,28,10,5,3,9,13,68,66,True,0.0,140.0,3.0,134.0
3458,Nebraska,2018-12-16,2019,REG,N,25,53,0.472,17,35,0.486,8,18,0.444,21,23,0.913,5,19,24,13,10,5,11,13,79,56,True,1.0,-350.0,-8.0,143.0
705,Nebraska,2019-01-02,2019,REG,A,24,51,0.471,15,29,0.517,9,22,0.409,15,23,0.652,6,21,27,11,7,4,10,17,72,74,True,0.0,115.0,3.0,137.0
2119,Nebraska,2019-01-10,2019,REG,H,27,55,0.491,18,32,0.563,9,23,0.391,7,11,0.636,6,25,31,13,7,8,7,13,70,64,True,1.0,-600.0,-10.0,131.0
1474,Nebraska,2019-01-17,2019,REG,H,22,67,0.328,17,41,0.415,5,26,0.192,15,19,0.789,12,18,30,11,9,2,9,19,64,70,True,0.0,115.0,2.0,148.0
2442,Nebraska,2019-01-21,2019,REG,A,25,60,0.417,16,38,0.421,9,22,0.409,10,18,0.556,7,24,31,12,11,4,12,24,69,76,True,1.0,-450.0,-9.0,134.0
1816,Nebraska,2019-01-26,2019,REG,H,21,58,0.362,13,36,0.361,8,22,0.364,10,12,0.833,7,22,29,10,5,1,11,16,60,70,True,1.0,-310.0,-7.0,136.0
3228,Nebraska,2019-02-13,2019,REG,H,24,48,0.5,19,34,0.559,5,14,0.357,9,13,0.692,2,20,22,11,3,4,11,14,62,61,True,1.0,-180.0,-4.0,135.0
3465,Nebraska,2019-03-15,2019,CTOURN,N,24,63,0.381,16,35,0.457,8,28,0.286,6,8,0.75,8,14,22,7,10,7,9,14,62,66,True,0.0,350.0,9.0,127.0
3467,Nebraska,2019-03-24,2019,NIT,A,28,65,0.431,21,43,0.488,7,22,0.318,9,17,0.529,12,22,34,17,5,2,6,19,72,88,True,0.0,180.0,5.0,148.0
3468,Nebraska,2019-11-05,2020,REG,H,16,55,0.291,10,29,0.345,6,26,0.231,9,19,0.474,9,19,28,12,6,6,11,11,47,66,True,1.0,-2000.0,-16.0,143.0
3469,Nebraska,2019-11-09,2020,REG,H,27,73,0.37,22,47,0.468,5,26,0.192,19,29,0.655,8,32,40,15,9,5,13,17,78,79,True,1.0,-330.0,-7.0,149.0
3470,Nebraska,2019-11-15,2020,REG,H,35,71,0.493,28,45,0.622,7,26,0.269,13,23,0.565,11,32,43,16,5,3,11,19,90,73,True,1.0,-275.0,-7.0,149.0
3471,Nebraska,2019-11-22,2020,REG,H,31,54,0.574,19,33,0.576,12,21,0.571,19,37,0.514,4,24,28,19,5,5,9,12,93,86,True,1.0,-3500.0,-20.0,136.0
3472,Nebraska,2019-11-25,2020,REG,N,30,57,0.526,21,39,0.538,9,18,0.5,13,25,0.52,6,33,39,11,5,2,15,16,82,71,True,1.0,-120.0,-1.0,143.0
3475,Nebraska,2019-12-04,2020,REG,A,21,65,0.323,15,39,0.385,6,26,0.231,8,18,0.444,11,28,39,14,7,2,17,14,56,73,True,0.0,300.0,8.0,143.0
3479,Nebraska,2019-12-29,2020,REG,H,23,66,0.348,16,41,0.39,7,25,0.28,20,28,0.714,12,33,45,13,15,4,12,15,73,52,True,1.0,-1000.0,-13.0,136.0
3001,Nebraska,2020-01-07,2020,REG,H,26,53,0.491,16,27,0.593,10,26,0.385,14,26,0.538,4,27,31,16,7,1,11,14,76,70,True,0.0,325.0,9.0,156.0
3480,Nebraska,2020-01-11,2020,REG,A,21,67,0.313,12,37,0.324,9,30,0.3,6,11,0.545,7,31,38,14,7,2,6,14,57,62,True,0.0,190.0,6.0,145.0
1841,Nebraska,2020-01-14,2020,REG,A,28,66,0.424,19,44,0.432,9,22,0.409,3,5,0.6,9,17,26,15,2,3,8,15,68,80,True,0.0,1300.0,18.0,139.0
3481,Nebraska,2020-01-21,2020,REG,A,26,60,0.433,20,38,0.526,6,22,0.273,10,15,0.667,8,25,33,12,6,3,10,13,68,82,True,0.0,975.0,16.0,131.0
2147,Nebraska,2020-02-01,2020,REG,H,24,62,0.387,16,41,0.39,8,21,0.381,8,19,0.421,9,27,36,12,8,1,12,16,64,76,True,0.0,300.0,8.0,152.0
3483,Nebraska,2020-03-01,2020,REG,H,28,66,0.424,16,34,0.471,12,32,0.375,8,30,0.267,11,28,39,15,16,4,21,17,76,81,True,1.0,-120.0,-2.0,147.0
1147,Nebraska,2020-03-05,2020,REG,A,21,58,0.362,17,45,0.378,4,13,0.308,12,15,0.8,8,29,37,8,8,2,22,17,58,82,True,0.0,1200.0,18.0,150.0
3248,Nebraska,2020-03-08,2020,REG,A,28,74,0.378,23,52,0.442,5,22,0.227,14,17,0.824,11,16,27,12,5,0,11,12,75,107,True,0.0,1100.0,16.0,146.0
367,Nebraska,2020-03-11,2020,CTOURN,N,21,70,0.3,13,40,0.325,8,30,0.267,14,20,0.7,9,26,35,12,8,4,11,17,64,89,True,0.0,850.0,15.0,144.0
3484,Nebraska,2020-11-25,2021,REG,H,36,72,0.5,26,48,0.542,10,24,0.417,20,29,0.69,14,26,40,19,16,4,9,15,102,55,True,1.0,-1100.0,-13.0,153.0
3486,Nebraska,2020-11-28,2021,REG,H,29,63,0.46,20,31,0.645,9,32,0.281,12,20,0.6,10,31,41,15,11,4,10,16,79,57,True,1.0,-500.0,-9.0,141.0
3487,Nebraska,2020-12-01,2021,REG,H,24,60,0.4,17,36,0.472,7,24,0.292,21,30,0.7,10,34,44,10,9,3,15,20,76,69,True,1.0,-1100.0,-14.0,146.0
3488,Nebraska,2020-12-09,2021,REG,H,23,61,0.377,15,38,0.395,8,23,0.348,10,15,0.667,13,25,38,14,3,1,16,19,64,75,True,0.0,135.0,3.0,147.0
1154,Nebraska,2020-12-25,2021,REG,H,25,64,0.391,18,44,0.409,7,20,0.35,12,20,0.6,6,23,29,6,6,3,8,19,69,80,True,0.0,280.0,8.0,151.0
1860,Nebraska,2020-12-30,2021,REG,A,17,60,0.283,12,27,0.444,5,33,0.152,15,21,0.714,8,22,30,3,6,3,15,20,54,90,True,0.0,700.0,13.0,145.0
1525,Nebraska,2021-01-02,2021,REG,H,27,55,0.491,18,36,0.5,9,19,0.474,14,19,0.737,6,20,26,12,4,1,15,21,77,84,True,0.0,330.0,8.0,152.0
380,Nebraska,2021-01-10,2021,REG,H,26,57,0.456,17,34,0.5,9,23,0.391,15,22,0.682,4,25,29,16,4,2,9,19,76,84,True,0.0,220.0,7.0,139.0
3492,Nebraska,2021-02-10,2021,REG,H,18,49,0.367,13,34,0.382,5,15,0.333,7,17,0.412,8,32,40,13,5,2,17,19,48,61,True,0.0,525.0,11.0,138.0
2760,Nebraska,2021-02-12,2021,REG,H,24,65,0.369,17,45,0.378,7,20,0.35,17,25,0.68,12,24,36,12,7,5,11,20,72,77,True,0.0,800.0,14.0,149.0
2763,Nebraska,2021-02-25,2021,REG,A,27,61,0.443,22,40,0.55,5,21,0.238,11,16,0.688,3,22,25,8,4,2,14,25,70,86,True,0.0,750.0,14.0,146.0
2483,Nebraska,2021-03-01,2021,REG,H,28,54,0.519,20,30,0.667,8,24,0.333,8,13,0.615,7,30,37,19,11,1,13,10,72,51,True,0.0,290.0,9.0,140.0
3021,Nebraska,2021-03-04,2021,REG,A,22,65,0.338,10,29,0.345,12,36,0.333,8,10,0.8,8,28,36,14,3,2,20,11,64,102,True,0.0,950.0,18.0,156.0
3495,Northwestern,2009-11-13,2010,REG,H,19,48,0.396,14,27,0.519,5,21,0.238,34,48,0.708,9,23,32,13,8,2,9,21,77,55,True,1.0,-1200.0,-14.0,133.0
3496,Northwestern,2009-11-18,2010,REG,H,19,46,0.413,12,23,0.522,7,23,0.304,9,12,0.75,6,19,25,15,2,3,16,14,54,67,True,0.0,170.0,5.0,121.0
3499,Northwestern,2009-11-27,2010,REG,N,24,56,0.429,14,31,0.452,10,25,0.4,14,16,0.875,5,24,29,17,6,6,4,16,72,58,True,0.0,240.0,7.0,136.0
2500,Northwestern,2009-12-30,2010,REG,A,28,84,0.333,12,37,0.324,16,47,0.34,11,15,0.733,12,24,36,21,4,2,3,20,83,89,True,0.0,300.0,8.0,133.0
1185,Northwestern,2010-01-02,2010,REG,H,23,62,0.371,14,36,0.389,9,26,0.346,15,23,0.652,11,14,25,16,6,1,10,21,70,91,True,0.0,180.0,5.0,138.0
3506,Northwestern,2010-01-07,2010,REG,H,16,50,0.32,11,28,0.393,5,22,0.227,16,25,0.64,13,27,40,12,6,9,19,14,53,44,False,,,,
797,Northwestern,2010-01-10,2010,REG,A,23,52,0.442,12,28,0.429,11,24,0.458,11,17,0.647,8,16,24,14,7,4,12,16,68,62,True,0.0,280.0,8.0,131.0
3507,Northwestern,2010-01-13,2010,REG,H,18,45,0.4,13,33,0.394,5,12,0.417,9,16,0.563,7,19,26,13,1,3,6,17,50,60,True,0.0,135.0,3.0,123.0
1554,Northwestern,2010-01-19,2010,REG,A,18,47,0.383,9,24,0.375,9,23,0.391,11,18,0.611,7,18,25,13,7,1,14,21,56,76,True,0.0,650.0,12.0,131.0
3039,Northwestern,2010-01-26,2010,REG,A,22,56,0.393,10,27,0.37,12,29,0.414,5,6,0.833,7,19,26,18,7,2,10,16,61,65,True,0.0,650.0,13.0,134.0
2783,Northwestern,2010-02-10,2010,REG,A,25,57,0.439,17,31,0.548,8,26,0.308,7,13,0.538,8,18,26,12,3,2,6,23,65,78,True,1.0,-165.0,-4.0,124.0
3040,Northwestern,2010-02-14,2010,REG,H,24,60,0.4,11,24,0.458,13,36,0.361,16,19,0.842,11,21,32,18,10,6,13,17,77,74,True,0.0,-103.0,1.0,134.0
3509,Northwestern,2010-02-21,2010,REG,A,21,42,0.5,17,29,0.586,4,13,0.308,17,22,0.773,3,12,15,10,4,0,6,21,63,70,True,0.0,600.0,13.0,123.0
1897,Northwestern,2010-02-28,2010,REG,A,17,53,0.321,5,25,0.2,12,28,0.429,14,22,0.636,11,16,27,15,6,2,11,20,60,79,True,0.0,110.0,2.0,130.0
30,Northwestern,2010-03-11,2010,CTOURN,N,24,58,0.414,17,27,0.63,7,31,0.226,18,20,0.9,13,14,27,17,10,5,6,20,73,58,True,1.0,-425.0,-9.0,135.0
3511,Northwestern,2010-03-12,2010,CTOURN,A,16,43,0.372,8,20,0.4,8,23,0.348,21,27,0.778,7,22,29,11,5,6,15,28,61,69,True,0.0,315.0,8.0,128.0
3512,Northwestern,2010-03-17,2010,NIT,A,24,61,0.393,15,32,0.469,9,29,0.31,7,10,0.7,11,20,31,14,5,2,12,25,64,76,True,0.0,235.0,7.0,141.0
3515,Northwestern,2010-11-19,2011,REG,H,24,51,0.471,14,22,0.636,10,29,0.345,13,17,0.765,7,25,32,19,11,5,12,18,71,45,False,,,,
3517,Northwestern,2010-11-30,2011,REG,H,31,48,0.646,19,29,0.655,12,19,0.632,17,30,0.567,4,24,28,20,6,3,14,18,91,71,True,1.0,-260.0,-6.0,137.0
3519,Northwestern,2010-12-16,2011,REG,H,25,50,0.5,18,34,0.529,7,16,0.438,21,25,0.84,6,20,26,18,9,4,10,15,78,62,False,,,,
2801,Northwestern,2011-01-12,2011,REG,A,33,62,0.532,19,34,0.559,14,28,0.5,10,13,0.769,10,20,30,23,9,2,14,16,90,71,True,0.0,100.0,0.0,141.0
831,Northwestern,2011-01-18,2011,REG,H,27,56,0.482,17,32,0.531,10,24,0.417,10,14,0.714,7,25,32,18,2,2,4,17,74,60,True,1.0,-300.0,-8.0,133.0
3524,Northwestern,2011-01-20,2011,REG,H,36,62,0.581,25,39,0.641,11,23,0.478,15,18,0.833,12,21,33,25,11,6,11,12,98,55,False,,,,
3525,Northwestern,2011-01-23,2011,REG,H,17,41,0.415,15,31,0.484,2,10,0.2,10,13,0.769,3,14,17,9,2,2,5,10,46,78,True,0.0,110.0,2.0,131.0
2530,Northwestern,2011-02-05,2011,REG,H,23,48,0.479,14,27,0.519,9,21,0.429,16,22,0.727,5,18,23,16,7,4,10,17,71,70,True,1.0,-127.0,-2.0,137.0
837,Northwestern,2011-02-09,2011,REG,A,26,56,0.464,15,31,0.484,11,25,0.44,3,7,0.429,7,18,25,16,7,3,11,18,66,75,True,0.0,115.0,3.0,136.0
1916,Northwestern,2011-02-13,2011,REG,A,18,52,0.346,16,31,0.516,2,21,0.095,3,5,0.6,4,16,20,9,5,2,9,17,41,65,True,0.0,115.0,2.0,132.0
57,Northwestern,2011-02-19,2011,REG,A,19,43,0.442,8,19,0.421,11,24,0.458,21,25,0.84,4,15,19,13,4,2,11,20,70,64,True,0.0,133.0,3.0,140.0
1919,Northwestern,2011-02-24,2011,REG,H,20,52,0.385,14,28,0.5,6,24,0.25,6,9,0.667,6,13,19,14,6,2,10,19,52,66,True,1.0,-191.0,-4.0,131.0
3526,Northwestern,2011-02-27,2011,REG,A,22,47,0.468,11,26,0.423,11,21,0.524,8,11,0.727,3,15,18,12,4,1,6,20,63,78,True,0.0,559.0,11.0,127.0
3061,Northwestern,2011-03-02,2011,REG,H,19,51,0.373,9,21,0.429,10,30,0.333,20,23,0.87,8,19,27,16,6,6,9,14,68,57,True,1.0,-180.0,-4.0,136.0
1595,Northwestern,2011-03-11,2011,CTOURN,N,19,51,0.373,12,30,0.4,7,21,0.333,16,18,0.889,5,19,24,7,2,6,5,23,61,67,True,0.0,675.0,12.0,138.0
3527,Northwestern,2011-03-16,2011,NIT,H,22,58,0.379,10,24,0.417,12,34,0.353,14,16,0.875,16,19,35,17,9,2,10,9,70,61,True,1.0,-525.0,-10.0,141.0
