game_id,Team,Date,SeasonEnd,Type,Place,FG,FGA,FGP,2P,2PA,2PP,3P,3PA,3PP,FT,FTA,FTP,ORB,DRB,TRB,AST,STL,BLK,TOV,TF,PTS,OppPTS,has_lines,favorite,ML,Spread,Total
146,Indiana,2013-12-20,2014,REG,H,24,44,0.545,19,32,0.594,5,12,0.417,26,35,0.743,7,23,30,13,8,5,20,13,79,66,True,1.0,-16500.0,-28.0,146.0
147,Indiana,2013-12-22,2014,REG,H,32,51,0.627,29,40,0.725,3,11,0.273,23,35,0.657,9,28,37,18,11,5,20,17,90,66,True,1.0,-37800.0,-28.0,142.0
148,Indiana,2013-12-31,2014,REG,A,23,56,0.411,13,34,0.382,10,22,0.455,24,30,0.8,12,29,41,11,3,6,22,22,80,83,True,0.0,135.0,3.0,136.0
149,Indiana,2014-01-04,2014,REG,H,19,48,0.396,14,38,0.368,5,10,0.5,13,20,0.65,9,22,31,8,6,1,15,12,56,73,True,0.0,160.0,4.0,147.0
150,Indiana,2014-01-11,2014,REG,A,21,58,0.362,13,38,0.342,8,20,0.4,29,35,0.829,15,17,32,13,3,4,12,19,79,76,True,1.0,-115.0,-1.0,148.0
151,Indiana,2014-01-14,2014,REG,H,32,62,0.516,28,48,0.583,4,14,0.286,7,10,0.7,9,22,31,14,5,5,8,12,75,72,True,0.0,155.0,4.0,140.0
152,Indiana,2014-01-18,2014,REG,H,15,60,0.25,11,42,0.262,4,18,0.222,13,17,0.765,13,27,40,6,5,2,9,19,47,54,True,1.0,-1125.0,-13.0,134.0
153,Indiana,2014-01-21,2014,REG,A,20,46,0.435,16,36,0.444,4,10,0.4,22,26,0.846,7,22,29,9,9,3,17,23,66,71,True,0.0,735.0,14.0,144.0
154,Indiana,2014-01-26,2014,REG,H,20,49,0.408,17,37,0.459,3,12,0.25,13,19,0.684,8,32,40,10,5,3,13,10,56,46,True,1.0,-260.0,-6.0,136.0
155,Indiana,2014-01-30,2014,REG,A,20,44,0.455,15,29,0.517,5,15,0.333,10,14,0.714,7,20,27,11,6,0,17,18,55,60,True,0.0,115.0,2.0,138.0
156,Indiana,2014-02-02,2014,REG,H,23,43,0.535,15,30,0.5,8,13,0.615,9,15,0.6,9,21,30,6,5,2,12,15,63,52,True,0.0,135.0,3.0,140.0
157,Indiana,2014-02-08,2014,REG,A,22,50,0.44,17,36,0.472,5,14,0.357,11,16,0.688,7,23,30,8,7,8,15,13,60,66,True,0.0,175.0,5.0,138.0
158,Indiana,2014-02-12,2014,REG,H,21,41,0.512,16,28,0.571,5,13,0.385,18,24,0.75,5,22,27,14,4,7,18,14,65,66,True,1.0,-345.0,-8.0,137.0
159,Indiana,2014-02-15,2014,REG,A,19,59,0.322,11,36,0.306,8,23,0.348,18,24,0.75,11,21,32,8,6,3,14,22,64,82,True,0.0,100.0,1.0,136.0
160,Indiana,2014-02-22,2014,REG,A,24,51,0.471,20,36,0.556,4,15,0.267,9,18,0.5,10,18,28,10,6,1,7,18,61,56,True,1.0,-155.0,-3.0,124.0
161,Indiana,2014-02-25,2014,REG,A,24,57,0.421,16,39,0.41,8,18,0.444,2,3,0.667,10,21,31,5,2,3,10,20,58,69,True,0.0,490.0,11.0,136.0
162,Indiana,2014-02-27,2014,REG,H,30,58,0.517,24,43,0.558,6,15,0.4,27,38,0.711,6,22,28,16,11,4,15,22,93,86,True,0.0,160.0,4.0,147.0
163,Indiana,2014-03-02,2014,REG,H,24,50,0.48,17,32,0.531,7,18,0.389,17,21,0.81,4,28,32,16,9,5,18,22,72,64,True,0.0,145.0,4.0,132.0
164,Indiana,2014-03-05,2014,REG,H,22,60,0.367,17,39,0.436,5,21,0.238,11,17,0.647,10,22,32,11,3,3,9,18,60,70,True,1.0,-280.0,-6.0,132.0
165,Indiana,2014-03-08,2014,REG,A,29,49,0.592,22,31,0.71,7,18,0.389,15,17,0.882,6,19,25,17,3,3,15,23,80,84,True,0.0,425.0,10.0,137.0
166,Indiana,2014-03-13,2014,CTOURN,N,18,51,0.353,12,31,0.387,6,20,0.3,12,15,0.8,9,19,28,15,3,4,16,18,54,64,True,1.0,-135.0,-2.0,129.0
167,Indiana,2014-11-14,2015,REG,H,39,59,0.661,28,36,0.778,11,23,0.478,27,37,0.73,15,37,52,20,9,3,19,17,116,65,True,1.0,-27000.0,-27.0,153.0
168,Indiana,2014-11-17,2015,REG,H,32,56,0.571,22,41,0.537,10,15,0.667,9,16,0.563,7,23,30,17,8,9,13,16,83,64,True,1.0,-7000.0,-24.0,152.0
169,Indiana,2014-11-20,2015,REG,H,21,58,0.362,9,25,0.36,12,33,0.364,20,25,0.8,7,18,25,16,6,1,6,17,74,68,True,0.0,-105.0,1.0,134.0
170,Indiana,2014-11-22,2015,REG,H,30,59,0.508,21,39,0.538,9,20,0.45,16,24,0.667,12,22,34,13,5,1,9,12,85,72,True,1.0,-29700.0,-30.0,147.0
171,Indiana,2014-11-24,2015,REG,H,28,59,0.475,21,41,0.512,7,18,0.389,23,29,0.793,10,20,30,15,6,2,13,22,86,88,True,1.0,-1100.0,-13.0,149.0
172,Indiana,2014-11-28,2015,REG,H,28,56,0.5,19,32,0.594,9,24,0.375,22,29,0.759,12,25,37,13,8,3,13,10,87,79,True,1.0,-8500.0,-22.0,
173,Indiana,2014-12-02,2015,REG,H,33,61,0.541,26,44,0.591,7,17,0.412,8,13,0.615,12,23,35,17,5,3,8,17,81,69,True,1.0,-145.0,-3.0,134.0
174,Indiana,2014-12-06,2015,REG,H,31,54,0.574,21,33,0.636,10,21,0.476,23,25,0.92,11,29,40,21,8,4,14,16,95,49,True,1.0,-13650.0,-23.0,143.0
175,Indiana,2014-12-09,2015,REG,N,29,61,0.475,21,41,0.512,8,20,0.4,8,14,0.571,8,22,30,14,6,3,19,19,74,94,True,0.0,587.0,12.0,142.0
176,Indiana,2014-12-13,2015,REG,H,33,75,0.44,23,45,0.511,10,30,0.333,18,27,0.667,17,31,48,15,2,5,4,16,94,66,True,1.0,,-19.0,148.0
177,Indiana,2014-12-20,2015,REG,N,30,71,0.423,22,54,0.407,8,17,0.471,14,19,0.737,12,33,45,11,6,6,11,17,82,73,True,0.0,145.0,3.0,141.0
178,Indiana,2014-12-22,2015,REG,H,29,53,0.547,22,32,0.688,7,21,0.333,14,24,0.583,7,30,37,15,3,7,12,14,79,59,False,,,,
179,Indiana,2014-12-27,2015,REG,N,28,61,0.459,15,30,0.5,13,31,0.419,18,22,0.818,8,26,34,15,7,4,16,21,87,91,True,0.0,145.0,4.0,150.0
180,Indiana,2014-12-31,2015,REG,A,27,60,0.45,20,36,0.556,7,24,0.292,9,17,0.529,10,32,42,13,2,2,11,17,70,65,True,0.0,155.0,4.0,137.0
181,Indiana,2015-01-05,2015,REG,A,17,60,0.283,12,36,0.333,5,24,0.208,11,13,0.846,8,16,24,8,4,1,6,13,50,70,True,0.0,305.0,8.0,145.0
182,Indiana,2015-01-10,2015,REG,H,22,55,0.4,18,37,0.486,4,18,0.222,21,28,0.75,14,30,44,9,2,7,14,24,69,66,True,0.0,115.0,2.0,147.0
183,Indiana,2015-01-13,2015,REG,H,26,55,0.473,17,34,0.5,9,21,0.429,15,21,0.714,6,22,28,16,4,1,9,16,76,73,True,1.0,-325.0,-7.0,142.0
184,Indiana,2015-01-18,2015,REG,A,27,56,0.482,16,31,0.516,11,25,0.44,15,20,0.75,8,21,29,16,5,2,9,14,80,74,True,0.0,195.0,6.0,142.0
185,Indiana,2015-01-22,2015,REG,H,30,50,0.6,15,28,0.536,15,22,0.682,14,18,0.778,3,23,26,12,4,3,10,19,89,70,True,1.0,-115.0,-2.0,145.0
186,Indiana,2015-01-25,2015,REG,A,26,50,0.52,14,25,0.56,12,25,0.48,6,8,0.75,6,16,22,9,1,0,15,17,70,82,True,0.0,355.0,9.0,152.0
187,Indiana,2015-01-28,2015,REG,A,25,66,0.379,21,47,0.447,4,19,0.211,13,18,0.722,13,13,26,8,9,2,11,26,67,83,True,0.0,185.0,5.0,148.0
188,Indiana,2015-01-31,2015,REG,H,25,53,0.472,17,34,0.5,8,19,0.421,14,19,0.737,12,20,32,14,6,3,10,10,72,64,True,1.0,-750.0,-12.0,145.0
189,Indiana,2015-02-03,2015,REG,A,28,57,0.491,15,33,0.455,13,24,0.542,9,11,0.818,7,15,22,11,2,1,11,23,78,92,True,0.0,1150.0,16.0,144.0
190,Indiana,2015-02-08,2015,REG,H,24,49,0.49,17,32,0.531,7,17,0.412,15,20,0.75,11,19,30,11,5,4,14,17,70,67,True,1.0,-325.0,-7.0,135.0
191,Indiana,2015-02-11,2015,REG,A,25,67,0.373,15,42,0.357,10,25,0.4,6,10,0.6,11,17,28,12,3,2,6,15,66,68,True,0.0,220.0,6.0,147.0
192,Indiana,2015-02-15,2015,REG,H,32,54,0.593,14,22,0.636,18,32,0.563,8,9,0.889,9,24,33,23,5,1,17,16,90,71,True,1.0,-175.0,-4.0,148.0
193,Indiana,2015-02-19,2015,REG,H,24,55,0.436,19,39,0.487,5,16,0.313,10,16,0.625,5,14,19,15,9,3,8,17,63,67,True,1.0,-180.0,-4.0,145.0
194,Indiana,2015-02-22,2015,REG,A,31,58,0.534,21,31,0.677,10,27,0.37,12,20,0.6,9,32,41,16,3,4,13,23,84,54,True,1.0,-305.0,-7.0,138.0
195,Indiana,2015-02-25,2015,REG,A,23,63,0.365,11,32,0.344,12,31,0.387,7,16,0.438,16,18,34,17,5,2,4,17,65,72,True,1.0,-155.0,-3.0,134.0
196,Indiana,2015-03-03,2015,REG,H,23,60,0.383,13,35,0.371,10,25,0.4,7,11,0.636,11,21,32,12,4,2,12,21,63,77,True,1.0,-155.0,-3.0,145.0
197,Indiana,2015-03-07,2015,REG,H,24,52,0.462,15,28,0.536,9,24,0.375,15,20,0.75,5,27,32,11,3,2,14,21,72,74,True,0.0,110.0,2.0,143.0
198,Indiana,2015-03-12,2015,CTOURN,N,27,65,0.415,16,33,0.485,11,32,0.344,6,10,0.6,16,19,35,19,5,6,8,15,71,56,True,1.0,-250.0,-6.0,138.0
199,Indiana,2015-03-13,2015,CTOURN,N,22,62,0.355,15,38,0.395,7,24,0.292,18,22,0.818,16,17,33,9,7,6,9,24,69,75,True,0.0,130.0,2.0,143.0
200,Indiana,2015-03-20,2015,NCAA,N,24,59,0.407,13,37,0.351,11,22,0.5,17,20,0.85,12,23,35,10,3,3,13,26,76,81,True,0.0,240.0,7.0,141.0
201,Indiana,2015-11-13,2016,REG,H,32,61,0.525,23,34,0.676,9,27,0.333,15,25,0.6,21,30,51,15,9,3,15,23,88,49,True,1.0,,-25.0,150.0
202,Indiana,2015-11-16,2016,REG,H,40,60,0.667,24,33,0.727,16,27,0.593,6,10,0.6,5,24,29,25,14,3,20,15,102,76,True,1.0,-20000.0,-30.0,157.0
203,Indiana,2015-11-19,2016,REG,H,35,70,0.5,25,42,0.595,10,28,0.357,6,9,0.667,13,27,40,18,6,5,16,21,86,65,True,1.0,-1100.0,-13.0,166.0
204,Indiana,2015-11-23,2016,REG,N,26,60,0.433,16,31,0.516,10,29,0.345,16,22,0.727,10,18,28,17,9,6,14,15,78,82,True,1.0,-1100.0,-13.0,169.0
205,Indiana,2015-11-24,2016,REG,N,30,52,0.577,22,33,0.667,8,19,0.421,15,24,0.625,8,24,32,19,7,3,16,19,83,73,True,1.0,,-21.0,156.0
206,Indiana,2015-11-25,2016,REG,N,24,52,0.462,13,32,0.406,11,20,0.55,10,19,0.526,5,30,35,17,7,4,18,20,69,72,True,1.0,-400.0,-8.0,158.0
207,Indiana,2015-11-30,2016,REG,H,39,58,0.672,24,32,0.75,15,26,0.577,19,25,0.76,11,25,36,24,12,5,12,15,112,70,True,1.0,-170000.0,-36.0,155.0
208,Indiana,2015-12-02,2016,REG,A,27,53,0.509,20,36,0.556,7,17,0.412,13,17,0.765,5,14,19,13,5,4,9,16,74,94,True,0.0,450.0,10.0,165.0
209,Indiana,2015-12-05,2016,REG,H,30,53,0.566,25,38,0.658,5,15,0.333,27,36,0.75,12,22,34,11,7,7,13,25,92,59,True,1.0,-800.0,-12.0,143.0
210,Indiana,2015-12-09,2016,REG,H,29,56,0.518,20,34,0.588,9,22,0.409,23,30,0.767,10,38,48,13,6,7,17,23,90,65,True,1.0,-5500.0,-21.0,156.0
211,Indiana,2015-12-12,2016,REG,H,40,78,0.513,27,50,0.54,13,28,0.464,12,16,0.75,18,26,44,21,9,6,8,17,105,60,True,1.0,,-31.0,156.0
212,Indiana,2015-12-19,2016,REG,N,27,63,0.429,17,43,0.395,10,20,0.5,16,23,0.696,19,21,40,13,5,3,12,11,80,73,True,0.0,105.0,1.0,158.0
213,Indiana,2015-12-22,2016,REG,H,33,51,0.647,22,32,0.688,11,19,0.579,22,31,0.71,11,20,31,18,4,6,12,16,99,72,True,1.0,,-34.0,150.0
214,Indiana,2015-12-30,2016,REG,A,28,59,0.475,18,35,0.514,10,24,0.417,13,20,0.65,15,23,38,15,10,3,23,17,79,72,True,1.0,-7000.0,-17.0,150.0
215,Indiana,2016-01-02,2016,REG,A,28,51,0.549,19,33,0.576,9,18,0.5,14,23,0.609,5,26,31,16,6,4,14,19,79,69,True,1.0,-185.0,-5.0,149.0
216,Indiana,2016-01-05,2016,REG,H,21,43,0.488,14,26,0.538,7,17,0.412,10,10,1.0,3,22,25,13,7,4,18,21,59,58,True,1.0,-330.0,-8.0,145.0
217,Indiana,2016-01-10,2016,REG,H,31,67,0.463,20,37,0.541,11,30,0.367,12,18,0.667,15,33,48,19,9,1,12,18,85,60,True,1.0,-265.0,-6.0,146.0
218,Indiana,2016-01-16,2016,REG,A,26,63,0.413,18,38,0.474,8,25,0.32,10,12,0.833,8,26,34,14,6,5,13,22,70,63,True,1.0,-800.0,-11.0,152.0
219,Indiana,2016-01-19,2016,REG,H,37,65,0.569,18,29,0.621,19,36,0.528,10,13,0.769,12,26,38,27,9,3,11,20,103,69,True,1.0,-800.0,-12.0,154.0
220,Indiana,2016-01-23,2016,REG,H,30,57,0.526,17,29,0.586,13,28,0.464,16,20,0.8,10,28,38,21,6,3,9,13,89,57,True,1.0,-600.0,-10.0,143.0
221,Indiana,2016-01-26,2016,REG,A,28,62,0.452,21,46,0.457,7,16,0.438,16,18,0.889,10,19,29,6,8,3,19,31,79,82,True,1.0,-125.0,-2.0,139.0
222,Indiana,2016-01-30,2016,REG,H,26,57,0.456,24,39,0.615,2,18,0.111,20,26,0.769,10,29,39,12,2,6,11,16,74,68,True,1.0,-9900.0,-19.0,150.0
223,Indiana,2016-02-02,2016,REG,A,33,66,0.5,23,36,0.639,10,30,0.333,4,8,0.5,11,28,39,18,6,5,12,17,80,67,True,0.0,110.0,2.0,150.0
224,Indiana,2016-02-06,2016,REG,A,17,47,0.362,8,20,0.4,9,27,0.333,20,26,0.769,6,28,34,12,5,2,15,18,63,68,True,1.0,-450.0,-9.0,143.0
225,Indiana,2016-02-11,2016,REG,H,29,63,0.46,20,38,0.526,9,25,0.36,18,21,0.857,18,18,36,14,7,3,10,18,85,78,True,1.0,-165.0,-3.0,153.0
226,Indiana,2016-02-14,2016,REG,A,26,69,0.377,15,39,0.385,11,30,0.367,6,10,0.6,14,18,32,20,3,5,10,14,69,88,True,0.0,270.0,7.0,149.0
227,Indiana,2016-02-17,2016,REG,H,27,51,0.529,18,30,0.6,9,21,0.429,17,23,0.739,8,24,32,15,4,2,12,17,80,64,True,1.0,-900.0,-12.0,148.0
228,Indiana,2016-02-20,2016,REG,H,28,59,0.475,16,31,0.516,12,28,0.429,9,13,0.692,8,17,25,14,8,1,4,20,77,73,True,1.0,-210.0,-5.0,147.0
229,Indiana,2016-02-25,2016,REG,A,27,55,0.491,14,23,0.609,13,32,0.406,7,7,1.0,9,26,35,13,6,3,12,11,74,47,True,1.0,-350.0,-8.0,150.0
230,Indiana,2016-03-01,2016,REG,A,30,59,0.508,19,37,0.514,11,22,0.5,10,20,0.5,11,27,38,13,5,2,13,25,81,78,True,0.0,180.0,5.0,152.0
231,Indiana,2016-03-06,2016,REG,H,26,51,0.51,18,30,0.6,8,21,0.381,20,25,0.8,9,21,30,12,9,3,9,12,80,62,True,1.0,-200.0,-5.0,149.0
232,Indiana,2016-03-11,2016,CTOURN,N,24,53,0.453,20,36,0.556,4,17,0.235,17,21,0.81,9,20,29,13,6,7,14,17,69,72,True,1.0,-380.0,-8.0,148.0
233,Indiana,2016-03-17,2016,NCAA,N,37,57,0.649,27,40,0.675,10,17,0.588,15,18,0.833,7,22,29,23,10,5,12,16,99,74,True,1.0,-700.0,-11.0,149.0
234,Indiana,2016-03-19,2016,NCAA,N,25,52,0.481,19,31,0.613,6,21,0.286,17,23,0.739,6,23,29,13,5,4,11,22,73,67,True,0.0,175.0,4.0,157.0
235,Indiana,2016-03-25,2016,NCAA,N,25,61,0.41,12,30,0.4,13,31,0.419,23,26,0.885,12,16,28,13,2,1,12,27,86,101,True,0.0,220.0,5.0,158.0
236,Indiana,2016-11-11,2017,REG,N,31,71,0.437,16,40,0.4,15,31,0.484,26,36,0.722,17,27,44,15,7,3,17,31,103,99,True,0.0,200.0,6.0,154.0
237,Indiana,2016-11-16,2017,REG,H,40,71,0.563,29,44,0.659,11,27,0.407,9,14,0.643,16,27,43,23,10,6,16,21,100,78,True,1.0,,-29.0,173.0
238,Indiana,2016-11-19,2017,REG,H,28,46,0.609,19,25,0.76,9,21,0.429,22,31,0.71,9,43,52,16,5,5,26,19,87,48,False,,,,
239,Indiana,2016-11-22,2017,REG,A,25,62,0.403,18,38,0.474,7,24,0.292,11,19,0.579,11,27,38,12,4,3,15,13,68,71,True,1.0,-1300.0,-14.0,165.0
240,Indiana,2016-11-27,2017,REG,H,29,59,0.492,20,34,0.588,9,25,0.36,18,22,0.818,14,32,46,20,4,8,15,13,85,52,False,,,,
241,Indiana,2016-11-30,2017,REG,H,25,52,0.481,17,31,0.548,8,21,0.381,18,27,0.667,7,29,36,12,7,6,13,22,76,67,True,0.0,200.0,6.0,165.0
242,Indiana,2016-12-02,2017,REG,H,28,60,0.467,21,38,0.553,7,22,0.318,20,23,0.87,12,29,41,15,7,8,13,20,83,60,True,1.0,-12500.0,-25.0,150.0
243,Indiana,2016-12-04,2017,REG,H,29,56,0.518,22,36,0.611,7,20,0.35,18,24,0.75,12,30,42,16,10,8,15,15,83,55,True,1.0,,-24.0,151.0
244,Indiana,2016-12-10,2017,REG,H,33,60,0.55,21,32,0.656,12,28,0.429,25,32,0.781,11,33,44,19,9,5,12,18,103,61,True,1.0,,-28.0,157.0
245,Indiana,2016-12-17,2017,REG,N,26,59,0.441,20,38,0.526,6,21,0.286,20,26,0.769,12,26,38,11,3,8,13,18,78,83,True,1.0,-120.0,-1.0,148.0
246,Indiana,2016-12-19,2017,REG,H,42,63,0.667,31,37,0.838,11,26,0.423,8,14,0.571,10,30,40,28,9,8,9,13,103,56,True,1.0,,-35.0,146.0
247,Indiana,2016-12-22,2017,REG,H,35,56,0.625,20,30,0.667,15,26,0.577,12,16,0.75,8,27,35,22,7,2,16,18,97,62,True,1.0,-42000.0,-32.0,162.0
248,Indiana,2016-12-28,2017,REG,H,28,65,0.431,17,40,0.425,11,25,0.44,16,24,0.667,19,21,40,15,8,7,19,22,83,87,True,1.0,-1300.0,-14.0,144.0
249,Indiana,2016-12-31,2017,REG,N,19,59,0.322,15,38,0.395,4,21,0.19,20,29,0.69,15,20,35,8,6,2,13,17,62,77,True,0.0,140.0,3.0,146.0
250,Indiana,2017-01-03,2017,REG,H,26,49,0.531,21,34,0.618,5,15,0.333,11,15,0.733,7,23,30,9,5,2,13,16,68,75,True,1.0,-120.0,-1.0,140.0
251,Indiana,2017-01-07,2017,REG,H,29,49,0.592,16,24,0.667,13,25,0.52,25,31,0.806,7,22,29,22,4,4,12,28,96,80,True,1.0,-700.0,-11.0,147.0
252,Indiana,2017-01-10,2017,REG,A,27,64,0.422,17,41,0.415,10,23,0.435,8,9,0.889,10,21,31,9,5,6,14,16,72,75,True,1.0,-125.0,-2.0,148.0
253,Indiana,2017-01-15,2017,REG,H,29,62,0.468,25,40,0.625,4,22,0.182,14,18,0.778,6,21,27,14,14,6,11,22,76,57,True,1.0,-2000.0,-16.0,139.0
254,Indiana,2017-01-18,2017,REG,A,30,61,0.492,21,36,0.583,9,25,0.36,9,15,0.6,11,24,35,11,5,5,15,23,78,75,True,1.0,-170.0,-4.0,149.0
255,Indiana,2017-01-21,2017,REG,H,29,59,0.492,18,35,0.514,11,24,0.458,13,16,0.813,11,19,30,12,4,3,9,20,82,75,True,1.0,-200.0,-5.0,146.0
256,Indiana,2017-01-26,2017,REG,A,24,44,0.545,17,31,0.548,7,13,0.538,5,8,0.625,2,15,17,10,2,2,15,20,60,90,True,0.0,165.0,4.0,146.0
257,Indiana,2017-01-29,2017,REG,A,17,53,0.321,9,32,0.281,8,21,0.381,13,22,0.591,8,22,30,10,5,4,13,16,55,68,True,0.0,250.0,7.0,147.0
258,Indiana,2017-02-01,2017,REG,H,41,78,0.526,35,57,0.614,6,21,0.286,22,32,0.688,13,42,55,13,10,7,23,24,110,102,True,1.0,-250.0,-6.0,144.0
259,Indiana,2017-02-05,2017,REG,A,21,49,0.429,14,29,0.483,7,20,0.35,11,12,0.917,7,21,28,11,7,0,14,22,60,65,True,0.0,900.0,14.0,137.0
260,Indiana,2017-02-09,2017,REG,H,22,57,0.386,14,33,0.424,8,24,0.333,12,16,0.75,10,24,34,11,6,2,14,21,64,69,True,0.0,130.0,3.0,156.0
261,Indiana,2017-02-12,2017,REG,H,25,51,0.49,21,32,0.656,4,19,0.211,9,14,0.643,8,23,31,10,4,4,15,21,63,75,True,1.0,-140.0,-3.0,145.0
262,Indiana,2017-02-15,2017,REG,A,26,75,0.347,19,48,0.396,7,27,0.259,15,18,0.833,16,30,46,11,6,5,14,24,74,75,True,0.0,175.0,5.0,146.0
263,Indiana,2017-02-21,2017,REG,A,32,68,0.471,22,39,0.564,10,29,0.345,16,19,0.842,14,22,36,18,10,4,20,35,90,96,True,1.0,-120.0,-1.0,160.0
264,Indiana,2017-02-25,2017,REG,H,22,55,0.4,14,31,0.452,8,24,0.333,11,16,0.688,12,28,40,12,4,1,16,15,63,62,True,1.0,-200.0,-5.0,144.0
265,Indiana,2017-02-28,2017,REG,A,27,61,0.443,19,39,0.487,8,22,0.364,13,17,0.765,13,21,34,14,5,3,14,28,75,86,True,0.0,525.0,12.0,151.0
266,Indiana,2017-03-04,2017,REG,A,34,58,0.586,22,35,0.629,12,23,0.522,16,22,0.727,5,23,28,18,5,4,11,22,96,92,True,0.0,135.0,3.0,148.0
267,Indiana,2017-03-09,2017,CTOURN,N,35,58,0.603,23,38,0.605,12,20,0.6,13,19,0.684,4,32,36,17,6,8,15,17,95,73,True,1.0,-150.0,-3.0,157.0
268,Indiana,2017-03-10,2017,CTOURN,N,23,56,0.411,14,34,0.412,9,22,0.409,5,9,0.556,11,23,34,7,2,6,10,14,60,70,True,0.0,190.0,5.0,137.0
269,Indiana,2017-03-14,2017,NIT,N,22,58,0.379,17,39,0.436,5,19,0.263,14,18,0.778,10,21,31,17,4,2,14,18,63,75,True,1.0,-145.0,-3.0,143.0
270,Indiana,2017-11-10,2018,REG,H,21,45,0.467,17,27,0.63,4,18,0.222,23,33,0.697,8,17,25,12,10,3,19,18,69,90,True,1.0,-1250.0,-13.0,145.0
271,Indiana,2017-11-12,2018,REG,H,33,61,0.541,25,39,0.641,8,22,0.364,12,29,0.414,11,31,42,25,2,8,12,13,86,77,True,1.0,-12500.0,-25.0,
272,Indiana,2017-11-15,2018,REG,A,27,55,0.491,21,37,0.568,6,18,0.333,8,12,0.667,7,16,23,11,6,1,18,25,68,84,True,0.0,475.0,11.0,151.0
273,Indiana,2017-11-19,2018,REG,H,23,49,0.469,18,32,0.563,5,17,0.294,19,25,0.76,12,22,34,12,4,9,11,17,70,53,True,1.0,,-18.0,144.0
274,Indiana,2017-11-22,2018,REG,H,33,66,0.5,28,48,0.583,5,18,0.278,16,21,0.762,12,28,40,15,5,9,8,13,87,70,True,1.0,-1600.0,-14.0,146.0
275,Indiana,2017-11-24,2018,REG,H,31,58,0.534,19,37,0.514,12,21,0.571,13,18,0.722,12,24,36,19,7,4,8,18,87,67,True,1.0,-600.0,-11.0,143.0
276,Indiana,2017-11-29,2018,REG,H,30,59,0.508,25,38,0.658,5,21,0.238,16,26,0.615,11,17,28,12,4,4,9,26,81,91,True,0.0,350.0,9.0,155.0
277,Indiana,2017-12-02,2018,REG,A,22,55,0.4,20,48,0.417,2,7,0.286,9,14,0.643,6,25,31,7,4,2,10,14,55,69,True,0.0,275.0,8.0,141.0
278,Indiana,2017-12-04,2018,REG,H,27,66,0.409,19,45,0.422,8,21,0.381,15,23,0.652,14,31,45,14,11,6,10,16,77,64,True,1.0,-260.0,-6.0,153.0
279,Indiana,2017-12-09,2018,REG,A,22,55,0.4,17,32,0.531,5,23,0.217,13,19,0.684,12,23,35,9,5,4,15,17,62,71,True,0.0,350.0,9.0,146.0
280,Indiana,2017-12-16,2018,REG,N,27,55,0.491,19,34,0.559,8,21,0.381,18,25,0.72,9,31,40,16,1,5,14,23,80,77,True,0.0,235.0,7.0,143.0
281,Indiana,2017-12-18,2018,REG,H,28,68,0.412,24,44,0.545,4,24,0.167,12,19,0.632,19,25,44,10,5,4,18,18,72,92,True,1.0,-1200.0,-13.0,153.0
282,Indiana,2017-12-21,2018,REG,H,30,67,0.448,22,43,0.512,8,24,0.333,19,25,0.76,12,30,42,17,10,10,10,14,87,59,True,1.0,-1200.0,-13.0,153.0
283,Indiana,2017-12-29,2018,REG,H,29,59,0.492,24,37,0.649,5,22,0.227,16,27,0.593,12,26,38,20,12,5,15,19,79,51,True,1.0,,-24.0,157.0
284,Indiana,2018-01-02,2018,REG,A,24,50,0.48,20,35,0.571,4,15,0.267,9,10,0.9,7,14,21,9,7,3,12,22,61,71,True,0.0,180.0,5.0,134.0
285,Indiana,2018-01-06,2018,REG,A,28,70,0.4,20,51,0.392,8,19,0.421,11,15,0.733,16,26,42,16,7,5,12,14,75,71,True,0.0,280.0,8.0,149.0
286,Indiana,2018-01-09,2018,REG,H,25,62,0.403,19,35,0.543,6,27,0.222,18,22,0.818,10,24,34,14,6,1,7,20,74,70,True,1.0,-125.0,-2.0,143.0
287,Indiana,2018-01-14,2018,REG,H,23,53,0.434,15,30,0.5,8,23,0.348,12,22,0.545,6,28,34,17,9,4,11,14,66,46,True,1.0,-145.0,-3.0,139.0
288,Indiana,2018-01-19,2018,REG,A,20,59,0.339,12,33,0.364,8,26,0.308,9,14,0.643,8,19,27,9,4,2,9,18,57,85,True,0.0,1000.0,15.0,146.0
289,Indiana,2018-01-22,2018,REG,H,28,56,0.5,22,38,0.579,6,18,0.333,9,16,0.563,4,23,27,12,10,8,12,18,71,68,True,1.0,-135.0,-2.0,141.0
290,Indiana,2018-01-24,2018,REG,A,25,44,0.568,20,29,0.69,5,15,0.333,16,29,0.552,5,22,27,15,7,4,17,25,71,73,True,0.0,130.0,3.0,144.0
291,Indiana,2018-01-28,2018,REG,H,27,54,0.5,24,38,0.632,3,16,0.188,10,17,0.588,7,23,30,10,3,2,10,16,67,74,True,0.0,350.0,9.0,146.0
292,Indiana,2018-01-30,2018,REG,A,20,55,0.364,14,36,0.389,6,19,0.316,10,18,0.556,9,15,24,11,5,0,7,13,56,71,True,0.0,425.0,10.0,140.0
293,Indiana,2018-02-03,2018,REG,H,19,66,0.288,15,47,0.319,4,19,0.211,18,25,0.72,21,28,49,13,6,2,8,18,60,63,True,0.0,320.0,8.0,141.0
294,Indiana,2018-02-05,2018,REG,A,24,55,0.436,15,35,0.429,9,20,0.45,8,18,0.444,8,29,37,14,5,7,13,23,65,43,True,1.0,-140.0,-2.0,129.0
