,G,Date,season_end,Type,TEAM,Opponent,Conf,Tm,Opp,Won,OT,W,L,Streak,Arena,game_id
1264,13,2010-12-31,2011,REG,Michigan State,Minnesota,Big Ten,71,62,True,,9,4,W 1,Breslin Events Center,1217
1265,14,2011-01-03,2011,REG,Michigan State,Northwestern,Big Ten,65,62,True,,10,4,W 2,Welsh-Ryan Arena,1218
1266,15,2011-01-08,2011,REG,Michigan State,Penn State,Big Ten,62,66,False,,10,5,L 1,Bryce Jordan Center,1219
1267,16,2011-01-11,2011,REG,Michigan State,Wisconsin,Big Ten,64,61,True,OT,11,5,W 1,Breslin Events Center,1220
1268,17,2011-01-15,2011,REG,Michigan State,Northwestern,Big Ten,71,67,True,OT,12,5,W 2,Breslin Events Center,1221
1269,18,2011-01-18,2011,REG,Michigan State,Illinois,Big Ten,62,71,False,,12,6,L 1,Assembly Hall,1222
1270,19,2011-01-22,2011,REG,Michigan State,Purdue,Big Ten,76,86,False,,12,7,L 2,Mackey Arena,1223
1271,20,2011-01-27,2011,REG,Michigan State,Michigan,Big Ten,57,61,False,,12,8,L 3,Breslin Events Center,833
1272,21,2011-01-30,2011,REG,Michigan State,Indiana,Big Ten,84,83,True,OT,13,8,W 1,Breslin Events Center,52
1273,22,2011-02-02,2011,REG,Michigan State,Iowa,Big Ten,52,72,False,,13,9,L 1,Carver-Hawkeye Arena,1224
1274,23,2011-02-06,2011,REG,Michigan State,Wisconsin,Big Ten,56,82,False,,13,10,L 2,Kohl Center,1225
1275,24,2011-02-10,2011,REG,Michigan State,Penn State,Big Ten,75,57,True,,14,10,W 1,Breslin Events Center,1226
1276,25,2011-02-15,2011,REG,Michigan State,Ohio State,Big Ten,61,71,False,,14,11,L 1,Value City Arena,1227
1277,26,2011-02-19,2011,REG,Michigan State,Illinois,Big Ten,61,57,True,,15,11,W 1,Breslin Events Center,1228
1278,27,2011-02-22,2011,REG,Michigan State,Minnesota,Big Ten,53,48,True,,16,11,W 2,Williams Arena,1229
1279,28,2011-02-27,2011,REG,Michigan State,Purdue,Big Ten,47,67,False,,16,12,L 1,Breslin Events Center,1230
1280,29,2011-03-02,2011,REG,Michigan State,Iowa,Big Ten,85,66,True,,17,12,W 1,Breslin Events Center,1231
1281,30,2011-03-05,2011,REG,Michigan State,Michigan,Big Ten,63,70,False,,17,13,L 1,Crisler Arena,842
1282,31,2011-03-10,2011,CTOURN,Michigan State,Iowa,Big Ten,66,61,True,,18,13,W 1,,1232
1283,32,2011-03-11,2011,CTOURN,Michigan State,Purdue,Big Ten,74,56,True,,19,13,W 2,Conseco Fieldhouse,1233
1284,33,2011-03-12,2011,CTOURN,Michigan State,Penn State,Big Ten,48,61,False,,19,14,L 1,,1234
1285,34,2011-03-17,2011,NCAA,Michigan State,UCLA,Pac-10,76,78,False,,19,15,L 2,St. Pete Times Forum,1235
1286,1,2011-11-11,2012,REG,Michigan State,North Carolina,ACC,55,67,False,,0,1,L 1,USS Carl Vinson,1236
1287,2,2011-11-15,2012,REG,Michigan State,Duke,ACC,69,74,False,,0,2,L 2,,1237
1288,3,2011-11-18,2012,REG,Michigan State,Texas Southern,SWAC,76,41,True,,1,2,W 1,Breslin Events Center,1238
1289,4,2011-11-20,2012,REG,Michigan State,Little Rock,Sun Belt,69,47,True,,2,2,W 2,Breslin Events Center,1239
1290,5,2011-11-23,2012,REG,Michigan State,Milwaukee,Horizon,68,55,True,,3,2,W 3,Breslin Events Center,1240
1291,6,2011-11-27,2012,REG,Michigan State,Eastern Michigan,MAC,72,40,True,,4,2,W 4,Convocation Center,1241
1292,7,2011-11-30,2012,REG,Michigan State,Florida State,ACC,65,49,True,,5,2,W 5,Breslin Events Center,1242
1293,8,2011-12-04,2012,REG,Michigan State,Omaha,,110,68,True,,6,2,W 6,Breslin Events Center,1243
1294,9,2011-12-07,2012,REG,Michigan State,Central Connecticut State,NEC,89,69,True,,7,2,W 7,Breslin Events Center,1244
1295,10,2011-12-10,2012,REG,Michigan State,Gonzaga,WCC,74,67,True,,8,2,W 8,McCarthey Athletic Center,1245
1296,11,2011-12-17,2012,REG,Michigan State,Bowling Green State,MAC,74,60,True,,9,2,W 9,Breslin Events Center,1246
1297,12,2011-12-19,2012,REG,Michigan State,Missouri-Kansas City,Summit,89,54,True,,10,2,W 10,Breslin Events Center,1247
1298,13,2011-12-22,2012,REG,Michigan State,Lehigh,Patriot,90,81,True,,11,2,W 11,Breslin Events Center,1248
1299,14,2011-12-28,2012,REG,Michigan State,Indiana,Big Ten,80,65,True,,12,2,W 12,Breslin Events Center,75
1300,15,2011-12-31,2012,REG,Michigan State,Nebraska,Big Ten,68,55,True,,13,2,W 13,Bob Devaney Sports Center,1249
1301,16,2012-01-03,2012,REG,Michigan State,Wisconsin,Big Ten,63,60,True,OT,14,2,W 14,Kohl Center,1250
1302,17,2012-01-10,2012,REG,Michigan State,Iowa,Big Ten,95,61,True,,15,2,W 15,Breslin Events Center,1251
1303,18,2012-01-14,2012,REG,Michigan State,Northwestern,Big Ten,74,81,False,,15,3,L 1,Welsh-Ryan Arena,1252
1304,19,2012-01-17,2012,REG,Michigan State,Michigan,Big Ten,59,60,False,,15,4,L 2,Crisler Arena,864
1305,20,2012-01-21,2012,REG,Michigan State,Purdue,Big Ten,83,58,True,,16,4,W 1,Breslin Events Center,1253
1306,21,2012-01-25,2012,REG,Michigan State,Minnesota,Big Ten,68,52,True,,17,4,W 2,Breslin Events Center,1254
1307,22,2012-01-31,2012,REG,Michigan State,Illinois,Big Ten,41,42,False,,17,5,L 1,Assembly Hall,1255
1308,23,2012-02-05,2012,REG,Michigan State,Michigan,Big Ten,64,54,True,,18,5,W 1,Breslin Events Center,868
1309,24,2012-02-08,2012,REG,Michigan State,Penn State,Big Ten,77,57,True,,19,5,W 2,Breslin Events Center,1256
1310,25,2012-02-11,2012,REG,Michigan State,Ohio State,Big Ten,58,48,True,,20,5,W 3,Value City Arena,1257
1311,26,2012-02-16,2012,REG,Michigan State,Wisconsin,Big Ten,69,55,True,,21,5,W 4,Breslin Events Center,1258
1312,27,2012-02-19,2012,REG,Michigan State,Purdue,Big Ten,76,62,True,,22,5,W 5,Mackey Arena,1259
1313,28,2012-02-22,2012,REG,Michigan State,Minnesota,Big Ten,66,61,True,,23,5,W 6,Williams Arena,1260
1314,29,2012-02-25,2012,REG,Michigan State,Nebraska,Big Ten,62,34,True,,24,5,W 7,Breslin Events Center,1261
1315,30,2012-02-28,2012,REG,Michigan State,Indiana,Big Ten,55,70,False,,24,6,L 1,Assembly Hall,92
1316,31,2012-03-04,2012,REG,Michigan State,Ohio State,Big Ten,70,72,False,,24,7,L 2,Breslin Events Center,1262
1317,32,2012-03-09,2012,CTOURN,Michigan State,Iowa,Big Ten,92,75,True,,25,7,W 1,Conseco Fieldhouse,1263
1318,33,2012-03-10,2012,CTOURN,Michigan State,Wisconsin,Big Ten,65,52,True,,26,7,W 2,,1264
1319,34,2012-03-11,2012,CTOURN,Michigan State,Ohio State,Big Ten,68,64,True,,27,7,W 3,,1265
1320,35,2012-03-16,2012,NCAA,Michigan State,Long Island University,NEC,89,67,True,,28,7,W 4,Nationwide Arena,1266
1321,36,2012-03-18,2012,NCAA,Michigan State,Saint Louis,A-10,65,61,True,,29,7,W 5,Nationwide Arena,1267
1322,37,2012-03-22,2012,NCAA,Michigan State,Louisville,Big East,44,57,False,,29,8,L 1,US Airways Center,1268
1323,1,2012-11-09,2013,REG,Michigan State,Connecticut,Big East,62,66,False,,0,1,L 1,Harry A. Gampel Pavilion,1269
1324,2,2012-11-13,2013,REG,Michigan State,Kansas,Big 12,67,64,True,,1,1,W 1,Georgia Dome,1270
1325,3,2012-11-18,2013,REG,Michigan State,Texas Southern,SWAC,69,41,True,,2,1,W 2,Breslin Events Center,1271
1326,4,2012-11-20,2013,REG,Michigan State,Boise State,MWC,74,70,True,,3,1,W 3,Breslin Events Center,1272
1327,5,2012-11-23,2013,REG,Michigan State,Oakland,Summit,70,52,True,,4,1,W 4,Breslin Events Center,1273
1328,6,2012-11-25,2013,REG,Michigan State,Louisiana,Sun Belt,63,60,True,,5,1,W 5,Breslin Events Center,1274
1329,7,2012-11-28,2013,REG,Michigan State,Miami (FL),ACC,59,67,False,,5,2,L 1,BankUnited Center,1275
1330,8,2012-12-01,2013,REG,Michigan State,Nicholls State,Southland,84,39,True,,6,2,W 1,Breslin Events Center,1276
1331,9,2012-12-05,2013,REG,Michigan State,Arkansas-Pine Bluff,SWAC,76,44,True,,7,2,W 2,Breslin Events Center,1277
1332,10,2012-12-08,2013,REG,Michigan State,Loyola (IL),Horizon,73,61,True,,8,2,W 3,Breslin Events Center,1278
1333,11,2012-12-15,2013,REG,Michigan State,Tuskegee,,92,56,True,,9,2,W 4,Breslin Events Center,1279
1334,12,2012-12-18,2013,REG,Michigan State,Bowling Green State,MAC,64,53,True,,10,2,W 5,Stroh Center,1280
1335,13,2012-12-22,2013,REG,Michigan State,Texas,Big 12,67,56,True,,11,2,W 6,Breslin Events Center,1281
1336,14,2012-12-31,2013,REG,Michigan State,Minnesota,Big Ten,63,76,False,,11,3,L 1,Williams Arena,1282
1337,15,2013-01-05,2013,REG,Michigan State,Purdue,Big Ten,84,61,True,,12,3,W 1,Breslin Events Center,1283
1338,16,2013-01-10,2013,REG,Michigan State,Iowa,Big Ten,62,59,True,,13,3,W 2,Carver-Hawkeye Arena,1284
1339,17,2013-01-13,2013,REG,Michigan State,Nebraska,Big Ten,66,56,True,,14,3,W 3,Breslin Events Center,1285
1340,18,2013-01-16,2013,REG,Michigan State,Penn State,Big Ten,81,72,True,,15,3,W 4,Bryce Jordan Center,1286
1341,19,2013-01-19,2013,REG,Michigan State,Ohio State,Big Ten,59,56,True,,16,3,W 5,Breslin Events Center,1287
1342,20,2013-01-22,2013,REG,Michigan State,Wisconsin,Big Ten,49,47,True,,17,3,W 6,Kohl Center,1288
1343,21,2013-01-27,2013,REG,Michigan State,Indiana,Big Ten,70,75,False,,17,4,L 1,Assembly Hall,118
1344,22,2013-01-31,2013,REG,Michigan State,Illinois,Big Ten,80,75,True,,18,4,W 1,Breslin Events Center,1289
1345,23,2013-02-06,2013,REG,Michigan State,Minnesota,Big Ten,61,50,True,,19,4,W 2,Breslin Events Center,1290
1346,24,2013-02-09,2013,REG,Michigan State,Purdue,Big Ten,78,65,True,,20,4,W 3,Mackey Arena,1291
1347,25,2013-02-12,2013,REG,Michigan State,Michigan,Big Ten,75,52,True,,21,4,W 4,Breslin Events Center,902
