,G,Date,season_end,Type,TEAM,Opponent,Conf,Tm,Opp,Won,OT,W,L,Streak,Arena,game_id
3912,11,2017-12-09,2018,REG,Minnesota,Arkansas,SEC,79,95,False,,8,3,L 2,Bud Walton Arena,3202
3913,12,2017-12-11,2018,REG,Minnesota,Drake,MVC,68,67,True,,9,3,W 1,Williams Arena,3203
3914,13,2017-12-21,2018,REG,Minnesota,Oral Roberts,Summit,77,63,True,,10,3,W 2,Williams Arena,3204
3915,14,2017-12-23,2018,REG,Minnesota,Florida Atlantic,CUSA,95,60,True,,11,3,W 3,Williams Arena,3205
3916,15,2017-12-30,2018,REG,Minnesota,Harvard,Ivy,65,55,True,,12,3,W 4,Williams Arena,3206
3917,16,2018-01-03,2018,REG,Minnesota,Illinois,Big Ten,77,67,True,,13,3,W 5,Williams Arena,2698
3918,17,2018-01-06,2018,REG,Minnesota,Indiana,Big Ten,71,75,False,,13,4,L 1,Williams Arena,285
3919,18,2018-01-10,2018,REG,Minnesota,Northwestern,Big Ten,60,83,False,,13,5,L 2,Allstate Arena,3207
3920,19,2018-01-13,2018,REG,Minnesota,Purdue,Big Ten,47,81,False,,13,6,L 3,Williams Arena,3208
3921,20,2018-01-15,2018,REG,Minnesota,Penn State,Big Ten,95,84,True,OT,14,6,W 1,Bryce Jordan Center,2093
3922,21,2018-01-18,2018,REG,Minnesota,Maryland,Big Ten,66,77,False,,14,7,L 1,Xfinity Center,681
3923,22,2018-01-20,2018,REG,Minnesota,Ohio State,Big Ten,49,67,False,,14,8,L 2,Madison Square Garden (IV),1789
3924,23,2018-01-23,2018,REG,Minnesota,Northwestern,Big Ten,69,77,False,,14,9,L 3,Williams Arena,3209
3925,24,2018-01-30,2018,REG,Minnesota,Iowa,Big Ten,80,94,False,,14,10,L 4,Carver-Hawkeye Arena,2965
3926,25,2018-02-03,2018,REG,Minnesota,Michigan,Big Ten,73,76,False,OT,14,11,L 5,Crisler Arena,1070
3927,26,2018-02-06,2018,REG,Minnesota,Nebraska,Big Ten,85,91,False,,14,12,L 6,Williams Arena,3210
3928,27,2018-02-09,2018,REG,Minnesota,Indiana,Big Ten,56,80,False,,14,13,L 7,Assembly Hall,295
3929,28,2018-02-13,2018,REG,Minnesota,Michigan State,Big Ten,57,87,False,,14,14,L 8,Williams Arena,1450
3930,29,2018-02-19,2018,REG,Minnesota,Wisconsin,Big Ten,63,73,False,OT,14,15,L 9,Kohl Center,3211
3931,30,2018-02-21,2018,REG,Minnesota,Iowa,Big Ten,86,82,True,,15,15,W 1,Williams Arena,2966
3932,31,2018-02-25,2018,REG,Minnesota,Purdue,Big Ten,60,84,False,,15,16,L 1,Mackey Arena,3212
3933,32,2018-02-28,2018,CTOURN,Minnesota,Rutgers,Big Ten,54,65,False,,15,17,L 2,Madison Square Garden (IV),2426
3934,1,2018-11-06,2019,REG,Minnesota,Omaha,Summit,104,76,True,,1,0,W 1,Williams Arena,3213
3935,2,2018-11-12,2019,REG,Minnesota,Utah,Pac-12,78,69,True,,2,0,W 2,Williams Arena,3214
3936,3,2018-11-18,2019,REG,Minnesota,Texas A&M,SEC,69,64,True,,3,0,W 3,Vancouver Convention Centre,3215
3937,4,2018-11-20,2019,REG,Minnesota,Santa Clara,WCC,80,66,True,,4,0,W 4,Vancouver Convention Centre,3216
3938,5,2018-11-21,2019,REG,Minnesota,Washington,Pac-12,68,66,True,,5,0,W 5,Vancouver Convention Centre,3217
3939,6,2018-11-26,2019,REG,Minnesota,Boston College,ACC,56,68,False,,5,1,L 1,Silvio O. Conte Forum,3218
3940,7,2018-11-30,2019,REG,Minnesota,Oklahoma State,Big 12,83,76,True,,6,1,W 1,U.S. Bank Stadium,3219
3941,8,2018-12-02,2019,REG,Minnesota,Ohio State,Big Ten,59,79,False,,6,2,L 1,Value City Arena,1807
3942,9,2018-12-05,2019,REG,Minnesota,Nebraska,Big Ten,85,78,True,,7,2,W 1,Williams Arena,3220
3943,10,2018-12-08,2019,REG,Minnesota,Arkansas State,Sun Belt,72,56,True,,8,2,W 2,Williams Arena,3221
3944,11,2018-12-11,2019,REG,Minnesota,North Florida,A-Sun,80,71,True,,9,2,W 3,Williams Arena,3222
3945,12,2018-12-21,2019,REG,Minnesota,North Carolina A&T,MEAC,86,67,True,,10,2,W 4,Williams Arena,3223
3946,13,2018-12-30,2019,REG,Minnesota,Mount St. Mary's,NEC,71,53,True,,11,2,W 5,Williams Arena,3224
3947,14,2019-01-03,2019,REG,Minnesota,Wisconsin,Big Ten,59,52,True,,12,2,W 6,Kohl Center,3225
3948,15,2019-01-08,2019,REG,Minnesota,Maryland,Big Ten,67,82,False,,12,3,L 1,Williams Arena,707
3949,16,2019-01-12,2019,REG,Minnesota,Rutgers,Big Ten,88,70,True,,13,3,W 1,Williams Arena,2439
3950,17,2019-01-16,2019,REG,Minnesota,Illinois,Big Ten,68,95,False,,13,4,L 1,State Farm Center,2719
3951,18,2019-01-19,2019,REG,Minnesota,Penn State,Big Ten,65,64,True,,14,4,W 1,Williams Arena,2121
3952,19,2019-01-22,2019,REG,Minnesota,Michigan,Big Ten,57,59,False,,14,5,L 1,Crisler Arena,1103
3953,20,2019-01-27,2019,REG,Minnesota,Iowa,Big Ten,92,87,True,,15,5,W 1,Williams Arena,2983
3954,21,2019-01-30,2019,REG,Minnesota,Illinois,Big Ten,86,75,True,,16,5,W 2,Williams Arena,2722
3955,22,2019-02-03,2019,REG,Minnesota,Purdue,Big Ten,63,73,False,,16,6,L 1,Mackey Arena,3226
3956,23,2019-02-06,2019,REG,Minnesota,Wisconsin,Big Ten,51,56,False,,16,7,L 2,Williams Arena,3227
3957,24,2019-02-09,2019,REG,Minnesota,Michigan State,Big Ten,55,79,False,,16,8,L 3,Breslin Events Center,1478
3958,25,2019-02-13,2019,REG,Minnesota,Nebraska,Big Ten,61,62,False,,16,9,L 4,Pinnacle Bank Arena,3228
3959,26,2019-02-16,2019,REG,Minnesota,Indiana,Big Ten,84,63,True,,17,9,W 1,Williams Arena,325
3960,27,2019-02-21,2019,REG,Minnesota,Michigan,Big Ten,60,69,False,,17,10,L 1,Williams Arena,1109
3961,28,2019-02-24,2019,REG,Minnesota,Rutgers,Big Ten,64,68,False,,17,11,L 2,Louis Brown Athletic Center,2446
3962,29,2019-02-28,2019,REG,Minnesota,Northwestern,Big Ten,62,50,True,,18,11,W 1,Welsh-Ryan Arena,3229
3963,30,2019-03-05,2019,REG,Minnesota,Purdue,Big Ten,73,69,True,,19,11,W 2,Williams Arena,3230
3964,31,2019-03-08,2019,REG,Minnesota,Maryland,Big Ten,60,69,False,,19,12,L 1,Xfinity Center,721
3965,32,2019-03-14,2019,CTOURN,Minnesota,Penn State,Big Ten,77,72,True,OT,20,12,W 1,United Center,2131
3966,33,2019-03-15,2019,CTOURN,Minnesota,Purdue,Big Ten,75,73,True,,21,12,W 2,United Center,3231
3967,34,2019-03-16,2019,CTOURN,Minnesota,Michigan,Big Ten,49,76,False,,21,13,L 1,United Center,1114
3968,35,2019-03-21,2019,NCAA,Minnesota,Louisville,ACC,86,76,True,,22,13,W 1,Wells Fargo Arena,3232
3969,36,2019-03-23,2019,NCAA,Minnesota,Michigan State,Big Ten,50,70,False,,22,14,L 1,Wells Fargo Arena,1486
3970,1,2019-11-05,2020,REG,Minnesota,Cleveland State,Horizon,85,50,True,,1,0,W 1,Williams Arena,3233
3971,2,2019-11-09,2020,REG,Minnesota,Oklahoma,Big 12,62,71,False,,1,1,L 1,Sanford Pentagon,3234
3972,3,2019-11-12,2020,REG,Minnesota,Butler,Big East,56,64,False,,1,2,L 2,Hinkle Fieldhouse,3235
3973,4,2019-11-15,2020,REG,Minnesota,Utah,Pac-12,69,73,False,,1,3,L 3,Jon M. Huntsman Center,3236
3974,5,2019-11-21,2020,REG,Minnesota,Central Michigan,MAC,82,57,True,,2,3,W 1,Williams Arena,3237
3975,6,2019-11-24,2020,REG,Minnesota,North Dakota,Summit,79,56,True,,3,3,W 2,Williams Arena,3238
3976,7,2019-11-29,2020,REG,Minnesota,DePaul,Big East,68,73,False,,3,4,L 1,Williams Arena,3239
3977,8,2019-12-02,2020,REG,Minnesota,Clemson,ACC,78,60,True,,4,4,W 1,Williams Arena,3240
3978,9,2019-12-09,2020,REG,Minnesota,Iowa,Big Ten,52,72,False,,4,5,L 1,Carver-Hawkeye Arena,2997
3979,10,2019-12-15,2020,REG,Minnesota,Ohio State,Big Ten,84,71,True,,5,5,W 1,Williams Arena,1836
3980,11,2019-12-21,2020,REG,Minnesota,Oklahoma State,Big 12,86,66,True,,6,5,W 2,BOK Center,3241
3981,12,2019-12-28,2020,REG,Minnesota,Florida International,CUSA,89,62,True,,7,5,W 3,Williams Arena,3242
3982,13,2020-01-02,2020,REG,Minnesota,Purdue,Big Ten,78,83,False,2OT,7,6,L 1,Mackey Arena,3243
3983,14,2020-01-05,2020,REG,Minnesota,Northwestern,Big Ten,77,68,True,,8,6,W 1,Williams Arena,3244
3984,15,2020-01-09,2020,REG,Minnesota,Michigan State,Big Ten,58,74,False,,8,7,L 1,Breslin Events Center,1504
3985,16,2020-01-12,2020,REG,Minnesota,Michigan,Big Ten,75,67,True,,9,7,W 1,Williams Arena,1134
3986,17,2020-01-15,2020,REG,Minnesota,Penn State,Big Ten,75,69,True,,10,7,W 2,Williams Arena,2146
3987,18,2020-01-19,2020,REG,Minnesota,Rutgers,Big Ten,56,64,False,,10,8,L 1,Rutgers Athletic Center,2463
3988,19,2020-01-23,2020,REG,Minnesota,Ohio State,Big Ten,62,59,True,,11,8,W 1,Value City Arena,1843
3989,20,2020-01-26,2020,REG,Minnesota,Michigan State,Big Ten,52,70,False,,11,9,L 1,Williams Arena,1507
3990,21,2020-01-30,2020,REG,Minnesota,Illinois,Big Ten,51,59,False,,11,10,L 2,State Farm Center,2744
3991,22,2020-02-05,2020,REG,Minnesota,Wisconsin,Big Ten,70,52,True,,12,10,W 1,Williams Arena,3245
3992,23,2020-02-08,2020,REG,Minnesota,Penn State,Big Ten,77,83,False,,12,11,L 1,Bryce Jordan Center,2148
3993,24,2020-02-16,2020,REG,Minnesota,Iowa,Big Ten,55,58,False,,12,12,L 2,Williams Arena,3006
3994,25,2020-02-19,2020,REG,Minnesota,Indiana,Big Ten,56,68,False,,12,13,L 3,Williams Arena,361
3995,26,2020-02-23,2020,REG,Minnesota,Northwestern,Big Ten,83,57,True,,13,13,W 1,Welsh-Ryan Arena,3246
3996,27,2020-02-26,2020,REG,Minnesota,Maryland,Big Ten,73,74,False,,13,14,L 1,Williams Arena,750
3997,28,2020-03-01,2020,REG,Minnesota,Wisconsin,Big Ten,69,71,False,,13,15,L 2,Kohl Center,3247
3998,29,2020-03-04,2020,REG,Minnesota,Indiana,Big Ten,67,72,False,,13,16,L 3,Assembly Hall,365
3999,30,2020-03-08,2020,REG,Minnesota,Nebraska,Big Ten,107,75,True,,14,16,W 1,Williams Arena,3248
4000,31,2020-03-11,2020,CTOURN,Minnesota,Northwestern,Big Ten,74,57,True,,15,16,W 2,Bankers Life Fieldhouse,3249
4001,1,2020-11-25,2021,REG,Minnesota,Green Bay,Horizon,99,69,True,,1,0,W 1,Williams Arena,3250
4002,2,2020-11-28,2021,REG,Minnesota,Loyola Marymount,WCC,88,73,True,,2,0,W 2,Williams Arena,3251
4003,3,2020-11-30,2021,REG,Minnesota,Loyola Marymount,WCC,67,64,True,,3,0,W 3,Williams Arena,3252
4004,4,2020-12-04,2021,REG,Minnesota,North Dakota,Summit,76,67,True,,4,0,W 4,Williams Arena,3253
4005,5,2020-12-08,2021,REG,Minnesota,Boston College,ACC,85,80,True,OT,5,0,W 5,Williams Arena,3254
4006,6,2020-12-10,2021,REG,Minnesota,Missouri-Kansas City,Summit,90,61,True,,6,0,W 6,Williams Arena,3255
4007,7,2020-12-15,2021,REG,Minnesota,Illinois,Big Ten,65,92,False,,6,1,L 1,State Farm Center,2755
4008,8,2020-12-20,2021,REG,Minnesota,Saint Louis,A-10,90,82,True,,7,1,W 1,Williams Arena,3256
4009,9,2020-12-25,2021,REG,Minnesota,Iowa,Big Ten,102,95,True,OT,8,1,W 2,Williams Arena,3016
4010,10,2020-12-28,2021,REG,Minnesota,Michigan State,Big Ten,81,56,True,,9,1,W 3,Williams Arena,1524
4011,11,2020-12-31,2021,REG,Minnesota,Wisconsin,Big Ten,59,71,False,,9,2,L 1,Kohl Center,3257
4012,12,2021-01-03,2021,REG,Minnesota,Ohio State,Big Ten,77,60,True,,10,2,W 1,Williams Arena,1861
4013,13,2021-01-06,2021,REG,Minnesota,Michigan,Big Ten,57,82,False,,10,3,L 1,Crisler Arena,1156
4014,14,2021-01-10,2021,REG,Minnesota,Iowa,Big Ten,71,86,False,,10,4,L 2,Carver-Hawkeye Arena,3018
4015,15,2021-01-16,2021,REG,Minnesota,Michigan,Big Ten,75,57,True,,11,4,W 1,Williams Arena,1158
4016,16,2021-01-23,2021,REG,Minnesota,Maryland,Big Ten,49,63,False,,11,5,L 1,Williams Arena,768
4017,17,2021-01-30,2021,REG,Minnesota,Purdue,Big Ten,62,81,False,,11,6,L 2,Mackey Arena,3258
4018,18,2021-02-04,2021,REG,Minnesota,Rutgers,Big Ten,72,76,False,,11,7,L 3,Rutgers Athletic Center,2480
4019,19,2021-02-08,2021,REG,Minnesota,Nebraska,Big Ten,79,61,True,,12,7,W 1,Williams Arena,3259
4020,20,2021-02-11,2021,REG,Minnesota,Purdue,Big Ten,71,68,True,,13,7,W 2,Williams Arena,3260
4021,21,2021-02-14,2021,REG,Minnesota,Maryland,Big Ten,59,72,False,,13,8,L 1,Xfinity Center,773
4022,22,2021-02-17,2021,REG,Minnesota,Indiana,Big Ten,72,82,False,,13,9,L 2,Assembly Hall,388
4023,23,2021-02-20,2021,REG,Minnesota,Illinois,Big Ten,63,94,False,,13,10,L 3,Williams Arena,2762
4024,24,2021-02-25,2021,REG,Minnesota,Northwestern,Big Ten,59,67,False,,13,11,L 4,Williams Arena,3261
4025,25,2021-02-27,2021,REG,Minnesota,Nebraska,Big Ten,74,78,False,,13,12,L 5,Pinnacle Bank Arena,3262
4026,26,2021-03-03,2021,REG,Minnesota,Penn State,Big Ten,65,84,False,,13,13,L 6,Bryce Jordan Center,2170
4027,27,2021-03-06,2021,REG,Minnesota,Rutgers,Big Ten,70,77,False,OT,13,14,L 7,Williams Arena,2484
4028,28,2021-03-10,2021,CTOURN,Minnesota,Northwestern,Big Ten,51,46,True,,14,14,W 1,Lucas Oil Stadium,3263
4029,29,2021-03-11,2021,CTOURN,Minnesota,Ohio State,Big Ten,75,79,False,,14,15,L 1,Lucas Oil Stadium,1872
4030,1,2009-11-14,2010,REG,Nebraska,South Carolina Upstate,A-Sun,76,49,True,,1,0,W 1,Bob Devaney Sports Center,3264
4031,2,2009-11-18,2010,REG,Nebraska,Saint Louis,A-10,55,69,False,,1,1,L 1,Chaifetz Arena,3265
4032,3,2009-11-21,2010,REG,Nebraska,Texas Christian,MWC,90,77,True,,2,1,W 1,Bob Devaney Sports Center,3266
4033,4,2009-11-24,2010,REG,Nebraska,Missouri-Kansas City,Summit,70,48,True,,3,1,W 2,Bob Devaney Sports Center,3267
4034,5,2009-11-29,2010,REG,Nebraska,Southern California,Pac-10,51,48,True,,4,1,W 3,Galen Center,3268
4035,6,2009-12-02,2010,REG,Nebraska,Texas-Rio Grande Valley,GWC,81,53,True,,5,1,W 4,Bob Devaney Sports Center,3269
4036,7,2009-12-06,2010,REG,Nebraska,Creighton,MVC,61,67,False,,5,2,L 1,Qwest Center OMAHA,3270
4037,8,2009-12-10,2010,REG,Nebraska,Chicago State,GWC,74,39,True,,6,2,W 1,Bob Devaney Sports Center,3271
4038,9,2009-12-12,2010,REG,Nebraska,Oregon State,Pac-10,50,44,True,,7,2,W 2,Bob Devaney Sports Center,3272
4039,10,2009-12-19,2010,REG,Nebraska,Jackson State,SWAC,57,41,True,,8,2,W 3,Bob Devaney Sports Center,3273
4040,11,2009-12-22,2010,REG,Nebraska,Tulsa,CUSA,74,70,True,,9,2,W 4,Orleans Arena,3274
4041,12,2009-12-23,2010,REG,Nebraska,Brigham Young,MWC,66,88,False,,9,3,L 1,Orleans Arena,3275
4042,13,2009-12-29,2010,REG,Nebraska,Southern Utah,Summit,94,61,True,,10,3,W 1,Bob Devaney Sports Center,3276
4043,14,2010-01-02,2010,REG,Nebraska,Maryland-Eastern Shore,MEAC,74,60,True,,11,3,W 2,Bob Devaney Sports Center,3277
4044,15,2010-01-05,2010,REG,Nebraska,Southeastern Louisiana,Southland,77,59,True,,12,3,W 3,Bob Devaney Sports Center,3278
4045,16,2010-01-09,2010,REG,Nebraska,Texas A&M,Big 12,53,64,False,,12,4,L 1,Reed Arena,3279
4046,17,2010-01-13,2010,REG,Nebraska,Kansas,Big 12,72,84,False,,12,5,L 2,Bob Devaney Sports Center,3280
4047,18,2010-01-16,2010,REG,Nebraska,Iowa State,Big 12,53,56,False,,12,6,L 3,Bob Devaney Sports Center,3281
4048,19,2010-01-23,2010,REG,Nebraska,Missouri,Big 12,53,70,False,,12,7,L 4,Mizzou Arena,3282
4049,20,2010-01-27,2010,REG,Nebraska,Colorado,Big 12,60,72,False,,12,8,L 5,Coors Events/Conference Center,3283
4050,21,2010-01-30,2010,REG,Nebraska,Oklahoma,Big 12,63,46,True,,13,8,W 1,Bob Devaney Sports Center,3284
4051,22,2010-02-02,2010,REG,Nebraska,Kansas State,Big 12,57,76,False,,13,9,L 1,Bob Devaney Sports Center,3285
4052,23,2010-02-06,2010,REG,Nebraska,Kansas,Big 12,64,75,False,,13,10,L 2,Allen Fieldhouse,3286
4053,24,2010-02-10,2010,REG,Nebraska,Baylor,Big 12,53,55,False,,13,11,L 3,Bob Devaney Sports Center,3287
4054,25,2010-02-13,2010,REG,Nebraska,Texas,Big 12,51,91,False,,13,12,L 4,Frank Erwin Center,3288
4055,26,2010-02-17,2010,REG,Nebraska,Kansas State,Big 12,87,91,False,,13,13,L 5,Bramlage Coliseum,3289
4056,27,2010-02-20,2010,REG,Nebraska,Missouri,Big 12,59,74,False,,13,14,L 6,Bob Devaney Sports Center,3290
4057,28,2010-02-24,2010,REG,Nebraska,Iowa State,Big 12,74,78,False,,13,15,L 7,James H. Hilton Coliseum,3291
4058,29,2010-02-27,2010,REG,Nebraska,Texas Tech,Big 12,83,79,True,2OT,14,15,W 1,Bob Devaney Sports Center,3292
4059,30,2010-03-02,2010,REG,Nebraska,Colorado,Big 12,68,81,False,,14,16,L 1,Bob Devaney Sports Center,3293
4060,31,2010-03-06,2010,REG,Nebraska,Oklahoma State,Big 12,55,74,False,,14,17,L 2,Gallagher-Iba Arena,3294
4061,32,2010-03-10,2010,CTOURN,Nebraska,Missouri,Big 12,75,60,True,,15,17,W 1,Sprint Center,3295
4062,33,2010-03-11,2010,CTOURN,Nebraska,Texas A&M,Big 12,64,70,False,,15,18,L 1,Sprint Center,3296
4063,1,2010-11-12,2011,REG,Nebraska,South Dakota,GWC,76,68,True,,1,0,W 1,Bob Devaney Sports Center,3297
4064,2,2010-11-15,2011,REG,Nebraska,Arkansas-Pine Bluff,SWAC,83,40,True,,2,0,W 2,Bob Devaney Sports Center,3298
4065,3,2010-11-18,2011,REG,Nebraska,Vanderbilt,SEC,49,59,False,,2,1,L 1,Jos̩ Miguel Agrelot Coliseum,3299
4066,4,2010-11-19,2011,REG,Nebraska,Davidson,Southern,67,70,False,,2,2,L 2,Jos̩ Miguel Agrelot Coliseum,3300
4067,5,2010-11-21,2011,REG,Nebraska,Hofstra,CAA,62,47,True,,3,2,W 1,Jos̩ Miguel Agrelot Coliseum,3301
4068,6,2010-11-27,2011,REG,Nebraska,Southern California,Pac-10,60,58,True,,4,2,W 2,Bob Devaney Sports Center,3302
4069,7,2010-12-01,2011,REG,Nebraska,Jackson State,SWAC,76,57,True,,5,2,W 3,Bob Devaney Sports Center,3303
4070,8,2010-12-05,2011,REG,Nebraska,Creighton,MVC,59,54,True,,6,2,W 4,Bob Devaney Sports Center,3304
4071,9,2010-12-08,2011,REG,Nebraska,Alcorn State,SWAC,78,57,True,,7,2,W 5,Bob Devaney Sports Center,3305
4072,10,2010-12-11,2011,REG,Nebraska,Texas Christian,MWC,70,56,True,,8,2,W 6,Bob Devaney Sports Center,3306
4073,11,2010-12-18,2011,REG,Nebraska,Eastern Washington,Big Sky,72,42,True,,9,2,W 7,Bob Devaney Sports Center,3307
4074,12,2010-12-21,2011,REG,Nebraska,Grambling,SWAC,79,39,True,,10,2,W 8,Bob Devaney Sports Center,3308
4075,13,2011-01-03,2011,REG,Nebraska,North Dakota,GWC,77,46,True,,11,2,W 9,Bob Devaney Sports Center,3309
4076,14,2011-01-05,2011,REG,Nebraska,Savannah State,Ind,68,48,True,,12,2,W 10,Bob Devaney Sports Center,3310
4077,15,2011-01-08,2011,REG,Nebraska,Iowa State,Big 12,63,62,True,,13,2,W 11,Bob Devaney Sports Center,3311
4078,16,2011-01-12,2011,REG,Nebraska,Missouri,Big 12,69,77,False,,13,3,L 1,Mizzou Arena,3312
4079,17,2011-01-15,2011,REG,Nebraska,Kansas,Big 12,60,63,False,,13,4,L 2,Allen Fieldhouse,3313
4080,18,2011-01-18,2011,REG,Nebraska,Colorado,Big 12,79,67,True,,14,4,W 1,Bob Devaney Sports Center,3314
4081,19,2011-01-22,2011,REG,Nebraska,Texas Tech,Big 12,71,72,False,,14,5,L 1,United Spirit Arena,3315
4082,20,2011-01-29,2011,REG,Nebraska,Texas A&M,Big 12,57,48,True,,15,5,W 1,Bob Devaney Sports Center,3316
4083,21,2011-02-02,2011,REG,Nebraska,Kansas State,Big 12,53,69,False,,15,6,L 1,Bramlage Coliseum,3317
4084,22,2011-02-05,2011,REG,Nebraska,Kansas,Big 12,66,86,False,,15,7,L 2,Bob Devaney Sports Center,3318
4085,23,2011-02-09,2011,REG,Nebraska,Baylor,Big 12,70,74,False,,15,8,L 3,Ferrell Center,3319
4086,24,2011-02-12,2011,REG,Nebraska,Oklahoma State,Big 12,65,54,True,,16,8,W 1,Bob Devaney Sports Center,3320
4087,25,2011-02-16,2011,REG,Nebraska,Oklahoma,Big 12,59,58,True,,17,8,W 2,Lloyd Noble Center,3321
4088,26,2011-02-19,2011,REG,Nebraska,Texas,Big 12,70,67,True,,18,8,W 3,Bob Devaney Sports Center,3322
4089,27,2011-02-23,2011,REG,Nebraska,Kansas State,Big 12,57,61,False,,18,9,L 1,Bob Devaney Sports Center,3323
4090,28,2011-02-26,2011,REG,Nebraska,Iowa State,Big 12,82,83,False,OT,18,10,L 2,James H. Hilton Coliseum,3324
4091,29,2011-03-01,2011,REG,Nebraska,Missouri,Big 12,69,58,True,,19,10,W 1,Bob Devaney Sports Center,3325
4092,30,2011-03-05,2011,REG,Nebraska,Colorado,Big 12,57,67,False,,19,11,L 1,Coors Events/Conference Center,3326
4093,31,2011-03-09,2011,CTOURN,Nebraska,Oklahoma State,Big 12,52,53,False,,19,12,L 2,Sprint Center,3327
4094,32,2011-03-16,2011,NIT,Nebraska,Wichita State,MVC,49,76,False,,19,13,L 3,Charles Koch Arena,3328
4095,1,2011-11-11,2012,REG,Nebraska,South Dakota,Summit,65,48,True,,1,0,W 1,Bob Devaney Sports Center,3329
4096,2,2011-11-14,2012,REG,Nebraska,Southern California,Pac-12,64,61,True,2OT,2,0,W 2,Galen Center,3330
4097,3,2011-11-20,2012,REG,Nebraska,Rhode Island,A-10,83,63,True,,3,0,W 3,Bob Devaney Sports Center,3331
4098,4,2011-11-23,2012,REG,Nebraska,Oregon,Pac-12,76,83,False,,3,1,L 1,Bob Devaney Sports Center,3332
4099,5,2011-11-26,2012,REG,Nebraska,South Dakota State,Summit,76,64,True,,4,1,W 1,Bob Devaney Sports Center,3333
4100,6,2011-11-30,2012,REG,Nebraska,Wake Forest,ACC,53,55,False,,4,2,L 1,Bob Devaney Sports Center,3334
4101,7,2011-12-04,2012,REG,Nebraska,Creighton,MVC,66,76,False,,4,3,L 2,Qwest Center OMAHA,3335
4102,8,2011-12-07,2012,REG,Nebraska,Florida Gulf Coast,A-Sun,51,50,True,,5,3,W 1,Bob Devaney Sports Center,3336
4103,9,2011-12-10,2012,REG,Nebraska,Texas Christian,MWC,69,57,True,,6,3,W 2,Daniel-Meyer Coliseum,3337
4104,10,2011-12-17,2012,REG,Nebraska,Alcorn State,SWAC,60,46,True,,7,3,W 3,Bob Devaney Sports Center,3338
4105,11,2011-12-20,2012,REG,Nebraska,Central Michigan,MAC,72,69,True,,8,3,W 4,Bob Devaney Sports Center,3339
4106,12,2011-12-27,2012,REG,Nebraska,Wisconsin,Big Ten,40,64,False,,8,4,L 1,Bob Devaney Sports Center,3340
4107,13,2011-12-31,2012,REG,Nebraska,Michigan State,Big Ten,55,68,False,,8,5,L 2,Bob Devaney Sports Center,1249
4108,14,2012-01-03,2012,REG,Nebraska,Ohio State,Big Ten,40,71,False,,8,6,L 3,Value City Arena,1614
4109,15,2012-01-07,2012,REG,Nebraska,Illinois,Big Ten,54,59,False,,8,7,L 4,Assembly Hall,2552
4110,16,2012-01-11,2012,REG,Nebraska,Penn State,Big Ten,70,58,True,,9,7,W 1,Bob Devaney Sports Center,1938
4111,17,2012-01-15,2012,REG,Nebraska,Wisconsin,Big Ten,45,50,False,,9,8,L 1,Kohl Center,3341
4112,18,2012-01-18,2012,REG,Nebraska,Indiana,Big Ten,70,69,True,,10,8,W 1,Bob Devaney Sports Center,81
4113,19,2012-01-21,2012,REG,Nebraska,Ohio State,Big Ten,45,79,False,,10,9,L 1,Bob Devaney Sports Center,1617
4114,20,2012-01-26,2012,REG,Nebraska,Iowa,Big Ten,79,73,True,,11,9,W 1,Carver-Hawkeye Arena,2824
4115,21,2012-02-02,2012,REG,Nebraska,Northwestern,Big Ten,74,84,False,,11,10,L 1,Welsh-Ryan Arena,3342
4116,22,2012-02-05,2012,REG,Nebraska,Minnesota,Big Ten,61,69,False,,11,11,L 2,Bob Devaney Sports Center,3078
4117,23,2012-02-08,2012,REG,Nebraska,Michigan,Big Ten,46,62,False,,11,12,L 3,Bob Devaney Sports Center,869
4118,24,2012-02-11,2012,REG,Nebraska,Penn State,Big Ten,51,67,False,,11,13,L 4,Bryce Jordan Center,1943
4119,25,2012-02-18,2012,REG,Nebraska,Illinois,Big Ten,80,57,True,,12,13,W 1,Bob Devaney Sports Center,2557
4120,26,2012-02-22,2012,REG,Nebraska,Purdue,Big Ten,65,83,False,,12,14,L 1,Mackey Arena,3343
4121,27,2012-02-25,2012,REG,Nebraska,Michigan State,Big Ten,34,62,False,,12,15,L 2,Breslin Events Center,1261
4122,28,2012-02-29,2012,REG,Nebraska,Iowa,Big Ten,53,62,False,,12,16,L 3,Bob Devaney Sports Center,2828
4123,29,2012-03-03,2012,REG,Nebraska,Minnesota,Big Ten,69,81,False,,12,17,L 4,Williams Arena,3082
4124,30,2012-03-08,2012,CTOURN,Nebraska,Purdue,Big Ten,61,79,False,,12,18,L 5,Conseco Fieldhouse,3344
4125,1,2012-11-11,2013,REG,Nebraska,Southern,SWAC,66,55,True,,1,0,W 1,Bob Devaney Sports Center,3345
4126,2,2012-11-15,2013,REG,Nebraska,Valparaiso,Horizon,50,48,True,,2,0,W 2,Bob Devaney Sports Center,3346
4127,3,2012-11-18,2013,REG,Nebraska,Omaha,Summit,75,62,True,,3,0,W 3,Bob Devaney Sports Center,3347
4128,4,2012-11-21,2013,REG,Nebraska,Tulane,CUSA,61,57,True,,4,0,W 4,Bob Devaney Sports Center,3348
4129,5,2012-11-24,2013,REG,Nebraska,Kent State,MAC,60,74,False,,4,1,L 1,Bob Devaney Sports Center,3349
4130,6,2012-11-27,2013,REG,Nebraska,Wake Forest,ACC,79,63,True,,5,1,W 1,Lawrence Joel Coliseum,3350
