,Player,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Starter,game_id,TEAM
11,School Totals,200,24,62,.387,18,43,.419,6,19,.316,17,25,.680,10,15,25,11,8,7,13,22,71,False,2309,Rutgers
11,School Totals,200,29,58,.500,22,39,.564,7,19,.368,8,12,.667,8,21,29,16,8,3,9,17,73,False,2310,Rutgers
10,School Totals,200,31,62,.500,22,42,.524,9,20,.450,18,25,.720,9,24,33,22,10,4,10,18,89,False,2311,Rutgers
11,School Totals,200,27,60,.450,25,47,.532,2,13,.154,19,31,.613,20,18,38,14,5,7,13,13,75,False,2312,Rutgers
11,School Totals,200,28,61,.459,24,50,.480,4,11,.364,11,14,.786,8,28,36,13,2,8,9,13,71,False,2313,Rutgers
10,School Totals,200,24,58,.414,20,40,.500,4,18,.222,24,32,.750,13,15,28,13,9,4,18,32,76,False,2314,Rutgers
12,School Totals,200,19,56,.339,17,41,.415,2,15,.133,11,21,.524,10,18,28,9,6,3,13,28,51,False,2315,Rutgers
12,School Totals,200,31,66,.470,21,44,.477,10,22,.455,13,18,.722,9,22,31,18,7,9,8,25,85,False,2316,Rutgers
13,School Totals,200,24,77,.312,23,67,.343,1,10,.100,6,10,.600,20,22,42,5,12,3,10,15,55,False,2317,Rutgers
13,School Totals,200,18,55,.327,13,38,.342,5,17,.294,15,19,.789,11,18,29,9,8,1,18,23,56,False,2318,Rutgers
11,School Totals,200,21,52,.404,13,34,.382,8,18,.444,21,25,.840,6,21,27,14,1,8,11,23,71,False,2319,Rutgers
11,School Totals,200,29,55,.527,19,38,.500,10,17,.588,14,17,.824,8,15,23,14,2,2,13,21,82,False,2320,Rutgers
12,School Totals,200,31,59,.525,24,42,.571,7,17,.412,24,31,.774,4,24,28,11,4,7,9,23,93,False,2321,Rutgers
13,School Totals,200,23,56,.411,18,37,.486,5,19,.263,18,33,.545,12,17,29,11,9,2,17,15,69,False,2322,Rutgers
10,School Totals,200,27,57,.474,23,43,.535,4,14,.286,21,26,.808,10,25,35,13,5,4,9,15,79,False,2323,Rutgers
11,School Totals,200,23,56,.411,20,42,.476,3,14,.214,16,24,.667,10,21,31,16,4,5,7,20,65,False,2324,Rutgers
13,School Totals,200,17,48,.354,12,28,.429,5,20,.250,15,23,.652,8,15,23,10,4,1,18,20,54,False,2325,Rutgers
10,School Totals,200,24,64,.375,20,44,.455,4,20,.200,7,11,.636,12,20,32,15,8,4,11,18,59,False,2326,Rutgers
11,School Totals,200,27,61,.443,21,43,.488,6,18,.333,5,10,.500,11,26,37,12,5,2,17,25,65,False,2327,Rutgers
10,School Totals,200,24,61,.393,18,42,.429,6,19,.316,20,22,.909,12,15,27,11,5,6,4,17,74,False,2328,Rutgers
11,School Totals,200,24,55,.436,16,37,.432,8,18,.444,7,11,.636,9,23,32,10,3,1,14,17,63,False,2329,Rutgers
11,School Totals,200,24,60,.400,17,39,.436,7,21,.333,11,16,.688,13,25,38,17,4,3,11,17,66,False,2330,Rutgers
9,School Totals,200,22,49,.449,18,36,.500,4,13,.308,24,30,.800,3,27,30,8,4,4,14,24,72,False,2331,Rutgers
13,School Totals,200,12,50,.240,9,34,.265,3,16,.188,4,8,.500,6,23,29,6,5,4,26,19,31,False,2332,Rutgers
11,School Totals,200,19,54,.352,15,36,.417,4,18,.222,11,18,.611,5,26,31,11,2,9,16,18,53,False,2333,Rutgers
12,School Totals,200,19,48,.396,15,36,.417,4,12,.333,19,25,.760,12,32,44,13,7,8,18,14,61,False,2334,Rutgers
12,School Totals,200,25,56,.446,17,40,.425,8,16,.500,18,27,.667,10,20,30,11,9,3,12,17,76,False,2335,Rutgers
11,School Totals,200,18,48,.375,13,24,.542,5,24,.208,9,18,.500,9,15,24,11,8,5,15,20,50,False,2336,Rutgers
11,School Totals,200,24,61,.393,17,38,.447,7,23,.304,13,19,.684,16,17,33,13,7,1,8,16,68,False,2337,Rutgers
11,School Totals,200,12,48,.250,12,35,.343,0,13,.000,2,3,.667,5,22,27,4,4,5,11,11,26,False,2338,Rutgers
10,School Totals,200,25,58,.431,18,39,.462,7,19,.368,12,16,.750,9,17,26,16,8,4,3,10,69,False,2339,Rutgers
12,School Totals,200,20,66,.303,17,53,.321,3,13,.231,11,16,.688,16,24,40,7,9,4,14,16,54,False,2340,Rutgers
9,School Totals,200,21,52,.404,16,37,.432,5,15,.333,13,18,.722,5,29,34,8,3,6,15,13,60,False,2341,Rutgers
10,School Totals,200,19,41,.463,17,35,.486,2,6,.333,23,25,.920,8,22,30,15,8,6,20,22,63,False,2342,Rutgers
9,School Totals,200,23,54,.426,13,36,.361,10,18,.556,12,16,.750,6,27,33,12,6,7,12,16,68,False,2343,Rutgers
15,School Totals,200,31,64,.484,26,43,.605,5,21,.238,12,21,.571,12,26,38,12,10,4,9,21,79,False,2344,Rutgers
10,School Totals,201,24,59,.407,18,37,.486,6,22,.273,5,8,.625,12,15,27,16,5,5,7,11,59,False,2345,Rutgers
10,School Totals,200,16,53,.302,11,35,.314,5,18,.278,10,16,.625,9,25,34,9,7,2,10,17,47,False,2346,Rutgers
10,School Totals,200,15,50,.300,12,37,.324,3,13,.231,17,28,.607,13,29,42,6,1,8,13,16,50,False,2013,Rutgers
14,School Totals,200,17,49,.347,15,36,.417,2,13,.154,13,23,.565,14,20,34,5,3,2,18,16,49,False,2347,Rutgers
10,School Totals,200,25,46,.543,20,35,.571,5,11,.455,12,15,.800,3,23,26,8,2,1,7,18,67,False,2348,Rutgers
10,School Totals,200,25,55,.455,18,38,.474,7,17,.412,8,16,.500,4,25,29,11,4,2,13,23,65,False,579,Rutgers
10,School Totals,200,30,59,.508,26,47,.553,4,12,.333,16,20,.800,12,22,34,14,6,2,19,17,80,False,2349,Rutgers
10,School Totals,200,19,53,.358,14,36,.389,5,17,.294,7,14,.500,11,22,33,8,4,3,11,17,50,False,969,Rutgers
13,School Totals,200,21,48,.438,18,35,.514,3,13,.231,6,14,.429,7,20,27,12,5,2,16,15,51,False,2015,Rutgers
11,School Totals,200,16,55,.291,12,40,.300,4,15,.267,15,22,.682,8,19,27,7,9,2,9,14,51,False,1351,Rutgers
10,School Totals,200,24,54,.444,17,37,.459,7,17,.412,9,12,.750,9,15,24,14,3,4,13,16,64,False,188,Rutgers
10,School Totals,200,21,50,.420,17,32,.531,4,18,.222,8,11,.727,6,18,24,11,4,3,14,11,54,False,2350,Rutgers
9,School Totals,200,20,69,.290,16,46,.348,4,23,.174,16,22,.727,17,19,36,13,8,3,12,19,60,False,1709,Rutgers
10,School Totals,200,18,54,.333,12,40,.300,6,14,.429,9,19,.474,10,24,34,7,4,4,14,21,51,False,2351,Rutgers
15,School Totals,200,18,55,.327,13,33,.394,5,22,.227,6,13,.462,10,21,31,10,6,2,19,18,47,False,2352,Rutgers
13,School Totals,200,20,54,.370,16,42,.381,4,12,.333,10,25,.400,8,20,28,12,6,2,12,17,54,False,194,Rutgers
11,School Totals,200,26,62,.419,21,46,.457,5,16,.313,28,34,.824,7,20,27,12,7,1,11,26,85,False,2353,Rutgers
10,School Totals,200,19,59,.322,15,44,.341,4,15,.267,8,13,.615,19,20,39,9,6,5,12,16,50,False,589,Rutgers
12,School Totals,200,30,57,.526,26,43,.605,4,14,.286,5,8,.625,6,24,30,15,1,2,12,12,69,False,978,Rutgers
11,School Totals,200,27,60,.450,22,45,.489,5,15,.333,9,15,.600,11,24,35,11,6,1,14,16,68,False,2354,Rutgers
12,School Totals,200,30,60,.500,25,42,.595,5,18,.278,7,12,.583,14,26,40,18,6,9,20,27,72,False,2355,Rutgers
11,School Totals,200,24,56,.429,22,42,.524,2,14,.143,32,46,.696,13,25,38,18,11,2,20,25,82,False,2356,Rutgers
10,School Totals,200,25,60,.417,21,50,.420,4,10,.400,5,14,.357,5,28,33,9,9,5,11,22,59,False,2357,Rutgers
11,School Totals,200,29,57,.509,24,45,.533,5,12,.417,24,34,.706,11,23,34,10,8,6,14,14,87,False,2358,Rutgers
13,School Totals,200,29,67,.433,23,51,.451,6,16,.375,11,15,.733,10,21,31,12,8,1,15,19,75,False,2359,Rutgers
12,School Totals,200,22,47,.468,20,38,.526,2,9,.222,12,18,.667,2,18,20,9,3,0,15,18,58,False,2360,Rutgers
11,School Totals,200,27,74,.365,24,59,.407,3,15,.200,11,18,.611,10,26,36,6,7,6,9,22,68,False,2361,Rutgers
13,School Totals,200,20,60,.333,15,41,.366,5,19,.263,10,16,.625,6,23,29,9,8,8,13,19,55,False,2362,Rutgers
13,School Totals,200,28,57,.491,22,44,.500,6,13,.462,13,17,.765,6,27,33,18,8,2,12,14,75,False,2363,Rutgers
13,School Totals,200,18,53,.340,13,34,.382,5,19,.263,8,10,.800,8,29,37,7,3,5,22,12,49,False,2364,Rutgers
9,School Totals,200,19,63,.302,12,41,.293,7,22,.318,22,30,.733,12,23,35,11,1,8,9,16,67,False,2365,Rutgers
9,School Totals,200,21,46,.457,14,29,.483,7,17,.412,23,31,.742,7,35,42,10,5,4,17,19,72,False,2366,Rutgers
12,School Totals,200,36,67,.537,26,51,.510,10,16,.625,7,17,.412,14,31,45,17,5,2,10,14,89,False,2367,Rutgers
9,School Totals,200,28,64,.438,22,49,.449,6,15,.400,10,11,.909,10,18,28,11,14,0,17,19,72,False,214,Rutgers
11,School Totals,200,23,58,.397,18,46,.391,5,12,.417,6,6,1.000,4,19,23,10,2,1,10,16,57,False,2368,Rutgers
11,School Totals,200,22,57,.386,15,39,.385,7,18,.389,12,17,.706,6,19,25,11,7,2,10,20,63,False,608,Rutgers
11,School Totals,200,17,51,.333,15,34,.441,2,17,.118,20,28,.714,8,16,24,8,4,2,12,12,56,False,2369,Rutgers
11,School Totals,200,22,57,.386,16,37,.432,6,20,.300,18,28,.643,6,25,31,9,4,3,14,18,68,False,1734,Rutgers
10,School Totals,200,22,58,.379,20,42,.476,2,16,.125,11,18,.611,5,17,22,9,2,4,7,18,57,False,2370,Rutgers
9,School Totals,200,31,64,.484,27,47,.574,4,17,.235,10,13,.769,8,24,32,17,4,4,11,18,76,False,2371,Rutgers
8,School Totals,200,22,50,.440,19,32,.594,3,18,.167,10,14,.714,2,24,26,11,6,0,13,18,57,False,1000,Rutgers
10,School Totals,200,24,65,.369,17,46,.370,7,19,.368,7,10,.700,2,21,23,13,4,3,9,15,62,False,1387,Rutgers
9,School Totals,275,39,85,.459,31,60,.517,8,25,.320,15,23,.652,15,34,49,18,6,6,19,27,101,False,2372,Rutgers
11,School Totals,200,24,58,.414,19,46,.413,5,12,.417,10,14,.714,8,23,31,11,7,2,13,15,63,False,2373,Rutgers
8,School Totals,200,25,65,.385,22,45,.489,3,20,.150,16,25,.640,10,20,30,8,10,3,11,16,69,False,1740,Rutgers
9,School Totals,200,25,57,.439,20,40,.500,5,17,.294,11,18,.611,5,21,26,15,5,3,15,21,66,False,2374,Rutgers
10,School Totals,200,21,54,.389,19,43,.442,2,11,.182,14,19,.737,6,28,34,9,7,4,9,12,58,False,2046,Rutgers
10,School Totals,200,22,54,.407,17,47,.362,5,7,.714,12,22,.545,6,25,31,8,8,6,20,19,61,False,2375,Rutgers
12,School Totals,200,16,47,.340,10,30,.333,6,17,.353,21,30,.700,5,17,22,13,2,3,10,13,59,False,2376,Rutgers
10,School Totals,200,24,52,.462,21,40,.525,3,12,.250,15,22,.682,2,12,14,13,3,4,14,13,66,False,1392,Rutgers
12,School Totals,200,26,59,.441,18,44,.409,8,15,.533,15,22,.682,14,29,43,14,14,3,16,14,75,False,2377,Rutgers
11,School Totals,200,24,56,.429,17,41,.415,7,15,.467,17,22,.773,9,21,30,15,4,2,17,17,72,False,2378,Rutgers
16,School Totals,201,29,60,.483,22,38,.579,7,22,.318,21,36,.583,15,27,42,17,13,4,11,21,86,False,2379,Rutgers
14,School Totals,200,30,68,.441,22,47,.468,8,21,.381,19,27,.704,18,28,46,18,3,6,17,15,87,False,2380,Rutgers
11,School Totals,200,20,51,.392,17,39,.436,3,12,.250,23,29,.793,15,24,39,6,5,4,15,21,66,False,2381,Rutgers
11,School Totals,200,30,64,.469,23,45,.511,7,19,.368,11,14,.786,12,28,40,16,5,11,11,21,78,False,2382,Rutgers
11,School Totals,200,23,63,.365,20,43,.465,3,20,.150,17,22,.773,18,29,47,16,4,8,11,11,66,False,2383,Rutgers
10,School Totals,200,27,60,.450,21,42,.500,6,18,.333,17,30,.567,16,21,37,18,10,4,15,13,77,False,2384,Rutgers
12,School Totals,200,23,63,.365,20,47,.426,3,16,.188,12,16,.750,9,15,24,9,12,2,9,18,61,False,2385,Rutgers
11,School Totals,200,25,67,.373,23,51,.451,2,16,.125,20,27,.741,14,32,46,10,6,8,8,15,72,False,2386,Rutgers
15,School Totals,200,35,54,.648,31,44,.705,4,10,.400,5,13,.385,4,31,35,24,14,8,15,16,79,False,2387,Rutgers
12,School Totals,200,26,53,.491,20,35,.571,6,18,.333,13,18,.722,6,27,33,8,7,2,13,15,71,False,2388,Rutgers
11,School Totals,200,31,60,.517,25,44,.568,6,16,.375,14,29,.483,16,25,41,16,3,3,8,16,82,False,2389,Rutgers
11,School Totals,200,28,57,.491,24,48,.500,4,9,.444,8,13,.615,15,34,49,17,2,6,17,12,68,False,2390,Rutgers
11,School Totals,200,18,50,.360,15,40,.375,3,10,.300,22,28,.786,4,30,34,7,7,8,19,28,61,False,2391,Rutgers
13,School Totals,200,19,61,.311,12,43,.279,7,18,.389,7,11,.636,15,17,32,6,6,4,15,22,52,False,2392,Rutgers
12,School Totals,200,18,63,.286,15,43,.349,3,20,.150,8,13,.615,10,30,40,6,6,4,17,17,47,False,2064,Rutgers
13,School Totals,200,25,60,.417,22,52,.423,3,8,.375,12,27,.444,13,16,29,7,8,3,13,20,65,False,1412,Rutgers
12,School Totals,200,28,73,.384,24,58,.414,4,15,.267,2,4,.500,16,22,38,13,10,3,17,22,62,False,2393,Rutgers
12,School Totals,200,22,69,.319,21,57,.368,1,12,.083,15,23,.652,21,20,41,10,5,8,8,17,60,False,2394,Rutgers
13,School Totals,200,22,50,.440,21,44,.477,1,6,.167,12,26,.462,10,26,36,5,0,5,21,17,57,False,253,Rutgers
10,School Totals,200,24,52,.462,21,46,.457,3,6,.500,14,20,.700,7,28,35,8,6,11,12,13,65,False,2395,Rutgers
12,School Totals,200,21,62,.339,18,51,.353,3,11,.273,10,24,.417,17,16,33,9,8,6,15,15,55,False,647,Rutgers
11,School Totals,225,19,54,.352,16,44,.364,3,10,.300,13,20,.650,5,28,33,6,8,4,16,25,54,False,2396,Rutgers
13,School Totals,200,25,64,.391,21,49,.429,4,15,.267,9,14,.643,16,24,40,16,6,6,17,16,63,False,2397,Rutgers
12,School Totals,200,25,54,.463,18,38,.474,7,16,.438,13,23,.565,12,24,36,9,8,2,15,18,70,False,2069,Rutgers
11,School Totals,200,25,63,.397,21,46,.457,4,17,.235,10,18,.556,12,23,35,10,9,2,10,22,64,False,1767,Rutgers
11,School Totals,200,25,60,.417,22,46,.478,3,14,.214,10,22,.455,11,19,30,11,7,4,9,18,63,False,2398,Rutgers
12,School Totals,200,23,64,.359,15,44,.341,8,20,.400,1,3,.333,7,17,24,8,9,1,12,17,55,False,2399,Rutgers
11,School Totals,200,27,63,.429,22,46,.478,5,17,.294,6,12,.500,16,20,36,10,6,2,8,18,65,False,2400,Rutgers
11,School Totals,200,24,59,.407,18,43,.419,6,16,.375,10,13,.769,9,23,32,9,8,1,7,18,64,False,1037,Rutgers
11,School Totals,200,24,58,.414,20,41,.488,4,17,.235,7,12,.583,15,15,30,7,3,3,12,15,59,False,657,Rutgers
13,School Totals,200,23,53,.434,18,38,.474,5,15,.333,11,13,.846,8,28,36,10,5,1,10,14,62,False,2401,Rutgers
11,School Totals,200,23,62,.371,16,39,.410,7,23,.304,13,19,.684,17,27,44,8,4,3,13,17,66,False,1771,Rutgers
14,School Totals,200,22,53,.415,13,34,.382,9,19,.474,8,12,.667,6,11,17,10,4,6,11,21,61,False,2402,Rutgers
14,School Totals,200,38,62,.613,36,45,.800,2,17,.118,16,32,.500,16,42,58,17,14,2,14,12,94,False,2403,Rutgers
11,School Totals,200,23,65,.354,19,50,.380,4,15,.267,21,27,.778,15,23,38,13,9,5,12,13,71,False,2404,Rutgers
11,School Totals,200,29,65,.446,22,41,.537,7,24,.292,5,11,.455,10,32,42,14,5,3,8,13,70,False,2405,Rutgers
14,School Totals,200,24,66,.364,22,49,.449,2,17,.118,14,28,.500,16,34,50,10,3,7,8,12,64,False,2406,Rutgers
14,School Totals,200,33,68,.485,25,46,.543,8,22,.364,9,16,.563,14,25,39,15,11,16,9,13,83,False,2407,Rutgers
11,School Totals,200,20,62,.323,15,48,.313,5,14,.357,14,23,.609,16,22,38,11,9,4,7,14,59,False,2408,Rutgers
11,School Totals,200,26,64,.406,21,47,.447,5,17,.294,16,20,.800,12,22,34,7,3,2,13,24,73,False,2409,Rutgers
11,School Totals,200,24,74,.324,19,56,.339,5,18,.278,14,18,.778,13,23,36,11,7,8,14,24,67,False,2410,Rutgers
11,School Totals,200,17,66,.258,13,51,.255,4,15,.267,14,18,.778,17,22,39,7,3,5,10,21,52,False,1436,Rutgers
11,School Totals,200,29,50,.580,26,42,.619,3,8,.375,12,23,.522,9,29,38,9,8,9,19,16,73,False,2411,Rutgers
15,School Totals,200,33,62,.532,26,45,.578,7,17,.412,19,28,.679,11,34,45,18,10,4,12,16,92,False,2412,Rutgers
10,School Totals,200,32,65,.492,30,57,.526,2,8,.250,9,14,.643,13,30,43,16,8,5,14,16,75,False,2413,Rutgers
10,School Totals,200,23,67,.343,20,55,.364,3,12,.250,22,34,.647,19,25,44,8,10,6,8,15,71,False,2414,Rutgers
11,School Totals,225,29,65,.446,22,47,.468,7,18,.389,8,19,.421,12,24,36,13,8,9,14,19,73,False,2415,Rutgers
11,School Totals,200,20,58,.345,14,40,.350,6,18,.333,12,22,.545,12,19,31,7,10,5,6,17,58,False,2416,Rutgers
11,School Totals,200,20,60,.333,18,47,.383,2,13,.154,9,16,.563,6,17,23,6,9,3,11,25,51,False,2417,Rutgers
10,School Totals,200,25,54,.463,20,46,.435,5,8,.625,9,16,.563,7,21,28,12,5,1,6,17,64,False,2418,Rutgers
11,School Totals,225,27,67,.403,22,49,.449,5,18,.278,13,15,.867,9,30,39,12,6,1,9,29,72,False,1444,Rutgers
11,School Totals,200,17,59,.288,11,41,.268,6,18,.333,6,11,.545,9,20,29,6,4,4,5,10,46,False,1787,Rutgers
12,School Totals,200,29,54,.537,22,38,.579,7,16,.438,15,20,.750,9,22,31,18,9,1,11,16,80,False,2419,Rutgers
12,School Totals,200,17,51,.333,15,42,.357,2,9,.222,11,15,.733,7,24,31,1,4,1,13,18,47,False,1067,Rutgers
12,School Totals,200,22,65,.338,20,53,.377,2,12,.167,8,13,.615,18,21,39,5,6,1,13,20,54,False,2420,Rutgers
11,School Totals,200,16,51,.314,12,34,.353,4,17,.235,7,9,.778,1,24,25,10,7,3,15,15,43,False,2095,Rutgers
13,School Totals,200,19,45,.422,14,31,.452,5,14,.357,17,24,.708,8,16,24,6,10,1,25,21,60,False,2421,Rutgers
12,School Totals,200,31,64,.484,25,52,.481,6,12,.500,8,10,.800,13,22,35,7,3,5,10,22,76,False,2422,Rutgers
12,School Totals,200,13,54,.241,9,40,.225,4,14,.286,13,24,.542,13,24,37,5,6,5,11,17,43,False,294,Rutgers
14,School Totals,200,24,69,.348,22,55,.400,2,14,.143,5,8,.625,19,21,40,6,9,1,9,15,55,False,2423,Rutgers
10,School Totals,225,24,60,.400,19,41,.463,5,19,.263,14,18,.778,11,27,38,11,8,5,8,12,67,False,2424,Rutgers
11,School Totals,200,22,58,.379,19,39,.487,3,19,.158,4,7,.571,12,19,31,10,6,2,12,16,51,False,688,Rutgers
12,School Totals,200,22,54,.407,20,42,.476,2,12,.167,6,12,.500,8,16,24,10,8,3,9,10,52,False,1796,Rutgers
11,School Totals,200,19,44,.432,16,30,.533,3,14,.214,21,31,.677,9,19,28,11,6,4,16,21,62,False,2425,Rutgers
10,School Totals,200,22,56,.393,19,47,.404,3,9,.333,18,25,.720,14,33,47,6,4,2,12,18,65,False,2426,Rutgers
10,School Totals,200,29,50,.580,25,42,.595,4,8,.500,14,18,.778,2,24,26,6,8,1,11,19,76,False,300,Rutgers
10,School Totals,200,32,68,.471,27,54,.500,5,14,.357,6,10,.600,16,19,35,9,4,2,9,17,75,False,2427,Rutgers
13,School Totals,200,35,65,.538,23,45,.511,12,20,.600,8,17,.471,15,26,41,22,6,12,17,15,90,False,2428,Rutgers
13,School Totals,200,33,63,.524,19,37,.514,14,26,.538,15,26,.577,12,28,40,19,7,8,14,17,95,False,2429,Rutgers
11,School Totals,200,22,63,.349,15,37,.405,7,26,.269,14,25,.560,13,26,39,12,4,2,14,16,65,False,2430,Rutgers
13,School Totals,200,24,56,.429,14,32,.438,10,24,.417,5,8,.625,10,27,37,20,10,5,20,17,63,False,2431,Rutgers
10,School Totals,200,18,56,.321,13,34,.382,5,22,.227,13,22,.591,13,30,43,5,7,2,16,15,54,False,2432,Rutgers
11,School Totals,200,24,59,.407,18,35,.514,6,24,.250,3,6,.500,8,31,39,10,8,8,14,13,57,False,2433,Rutgers
12,School Totals,200,24,65,.369,16,39,.410,8,26,.308,11,16,.688,12,20,32,6,3,2,7,19,67,False,1464,Rutgers
11,School Totals,200,27,58,.466,22,42,.524,5,16,.313,5,6,.833,4,21,25,10,3,2,8,19,64,False,2434,Rutgers
11,School Totals,200,26,61,.426,22,45,.489,4,16,.250,14,20,.700,13,22,35,11,4,3,10,22,70,False,2435,Rutgers
11,School Totals,200,25,79,.316,19,50,.380,6,29,.207,10,15,.667,19,25,44,13,10,5,10,26,66,False,2436,Rutgers
11,School Totals,225,24,62,.387,22,43,.512,2,19,.105,18,26,.692,17,24,41,10,11,7,18,15,68,False,2437,Rutgers
12,School Totals,200,23,56,.411,15,26,.577,8,30,.267,16,24,.667,17,21,38,20,7,1,9,18,70,False,2438,Rutgers
11,School Totals,200,23,62,.371,17,41,.415,6,21,.286,11,17,.647,8,26,34,13,6,5,11,20,63,False,706,Rutgers
10,School Totals,200,22,53,.415,17,37,.459,5,16,.313,15,20,.750,9,22,31,10,7,6,9,16,64,False,1813,Rutgers
11,School Totals,200,28,67,.418,24,49,.490,4,18,.222,10,16,.625,13,22,35,12,3,1,11,17,70,False,2439,Rutgers
10,School Totals,200,18,48,.375,11,28,.393,7,20,.350,11,18,.611,7,20,27,9,4,3,19,13,54,False,2440,Rutgers
10,School Totals,200,19,49,.388,15,32,.469,4,17,.235,15,25,.600,7,26,33,10,8,3,12,20,57,False,2441,Rutgers
11,School Totals,200,27,61,.443,22,48,.458,5,13,.385,17,26,.654,14,29,43,10,8,5,15,19,76,False,2442,Rutgers
10,School Totals,200,21,60,.350,14,44,.318,7,16,.438,15,21,.714,11,26,37,9,9,0,12,21,64,False,2122,Rutgers
10,School Totals,200,23,56,.411,18,44,.409,5,12,.417,15,24,.625,12,31,43,13,5,7,14,17,66,False,321,Rutgers
11,School Totals,200,24,55,.436,18,36,.500,6,19,.316,8,17,.471,14,17,31,14,4,2,12,14,62,False,1817,Rutgers
11,School Totals,200,24,58,.414,19,46,.413,5,12,.417,12,16,.750,9,25,34,12,4,4,9,18,65,False,1106,Rutgers
10,School Totals,225,37,73,.507,30,50,.600,7,23,.304,13,21,.619,11,30,41,17,7,5,15,22,94,False,2443,Rutgers
11,School Totals,200,24,58,.414,21,42,.500,3,16,.188,8,15,.533,9,31,40,10,5,1,14,16,59,False,2444,Rutgers
11,School Totals,200,26,57,.456,19,37,.514,7,20,.350,10,18,.556,13,18,31,14,10,2,11,18,69,False,2445,Rutgers
10,School Totals,200,23,58,.397,18,38,.474,5,20,.250,9,17,.529,9,18,27,12,7,4,9,17,60,False,1481,Rutgers
11,School Totals,200,25,56,.446,20,42,.476,5,14,.357,13,19,.684,6,24,30,6,7,4,8,16,68,False,2446,Rutgers
11,School Totals,200,30,59,.508,19,36,.528,11,23,.478,15,26,.577,9,25,34,21,8,1,10,27,86,False,2447,Rutgers
11,School Totals,200,25,66,.379,21,42,.500,4,24,.167,11,16,.688,13,28,41,13,10,8,11,15,65,False,2129,Rutgers
11,School Totals,200,23,54,.426,19,40,.475,4,14,.286,23,30,.767,11,23,34,9,3,2,12,23,73,False,331,Rutgers
11,School Totals,200,24,49,.490,20,33,.606,4,16,.250,9,11,.818,6,27,33,18,6,4,21,25,61,False,2448,Rutgers
11,School Totals,200,26,69,.377,23,43,.535,3,26,.115,18,32,.563,11,31,42,15,11,7,15,13,73,False,2449,Rutgers
15,School Totals,200,35,59,.593,26,40,.650,9,19,.474,7,8,.875,7,28,35,22,7,6,9,12,86,False,2450,Rutgers
11,School Totals,200,19,51,.373,15,34,.441,4,17,.235,20,25,.800,7,30,37,8,7,8,13,13,62,False,2451,Rutgers
12,School Totals,200,24,56,.429,17,31,.548,7,25,.280,19,30,.633,18,17,35,18,4,5,13,16,74,False,2452,Rutgers
11,School Totals,200,22,45,.489,14,25,.560,8,20,.400,17,28,.607,6,25,31,12,9,7,19,22,69,False,2453,Rutgers
14,School Totals,200,35,60,.583,30,46,.652,5,14,.357,10,17,.588,8,24,32,22,4,4,10,16,85,False,2454,Rutgers
11,School Totals,200,31,58,.534,28,45,.622,3,13,.231,17,24,.708,9,28,37,12,11,5,14,18,82,False,2455,Rutgers
10,School Totals,200,25,60,.417,21,37,.568,4,23,.174,6,10,.600,16,24,40,9,6,2,20,20,60,False,2456,Rutgers
11,School Totals,200,24,60,.400,20,46,.435,4,14,.286,13,19,.684,6,22,28,14,3,2,11,23,65,False,1498,Rutgers
11,School Totals,200,29,63,.460,24,44,.545,5,19,.263,9,13,.692,11,23,34,10,8,3,11,19,72,False,2457,Rutgers
13,School Totals,200,27,58,.466,19,39,.487,8,19,.421,6,9,.667,9,35,44,19,9,8,18,13,68,False,2458,Rutgers
14,School Totals,200,30,63,.476,29,54,.537,1,9,.111,2,6,.333,12,30,42,10,14,3,18,12,63,False,2459,Rutgers
14,School Totals,200,36,69,.522,26,46,.565,10,23,.435,12,19,.632,16,31,47,17,7,5,12,17,94,False,2460,Rutgers
9,School Totals,200,34,63,.540,29,48,.604,5,15,.333,6,12,.500,15,29,44,16,3,4,11,16,79,False,2461,Rutgers
9,School Totals,200,24,58,.414,22,48,.458,2,10,.200,22,29,.759,8,31,39,9,7,9,10,13,72,False,2144,Rutgers
10,School Totals,200,20,59,.339,12,36,.333,8,23,.348,3,8,.375,10,30,40,8,5,3,11,17,51,False,2462,Rutgers
10,School Totals,200,23,49,.469,19,34,.559,4,15,.267,9,18,.500,5,29,34,14,6,6,13,14,59,False,352,Rutgers
11,School Totals,200,24,61,.393,18,48,.375,6,13,.462,10,17,.588,17,25,42,10,5,1,6,12,64,False,2463,Rutgers
11,School Totals,200,29,63,.460,22,42,.524,7,21,.333,15,21,.714,8,20,28,17,5,0,9,21,80,False,2464,Rutgers
10,School Totals,200,28,62,.452,20,40,.500,8,22,.364,11,17,.647,9,31,40,15,6,7,12,14,75,False,2465,Rutgers
10,School Totals,200,20,44,.455,15,28,.536,5,16,.313,25,36,.694,5,22,27,13,9,4,14,15,70,False,2466,Rutgers
11,School Totals,200,27,83,.325,21,59,.356,6,24,.250,3,5,.600,20,23,43,6,8,4,9,21,63,False,1139,Rutgers
9,School Totals,200,22,65,.338,19,48,.396,3,17,.176,4,6,.667,8,32,40,8,7,5,8,20,51,False,744,Rutgers
